,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,emdd,Utility 2105,Lowest income per capita 2105,Disutility 2105,Highest damage per capita 2105,Temperature overshoot 2105
0,193,2,11595.521427647156,4,0,1,2,0,0.4951592016637536,11112.674269684334,3.8398752813889008,49.27138008875005,0.46324652387464205,7.0
1,257,2,12123.858464820565,3,1,0,1,0,0.4634416617792836,10990.693239770406,4.554348100280227,61.069734282761196,0.36603886231717153,7.0
2,254,2,8644.246327692774,1,1,0,2,1,0.23408653106565736,11102.66673826973,3.7390412245599642,39.91514457408961,0.4769504910358052,7.0
3,413,1,9432.776313759421,3,1,1,2,0,0.40055149991090827,11110.17661465421,3.803320642042779,44.62043104306074,0.4683720938894002,7.0
