,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,emdd,Utility 2105,Lowest income per capita 2105,Temperature overshoot 2105
0,546,2,6877.869897201896,3,2,0,2,1,0.5297361318000511,11074.098306473159,3.3260229629521487,7.0
