,sr,miu,irstp_consumption,irstp_damage,Utility 2105,Disutility 2105,Temperature overshoot 2105
58,0.13939465720614908,2065.0000000092177,0.0010000000004873658,0.0047036437408045865,9919.877040220912,45.309847930841876,7.0
59,0.1007543901578382,2065.000000025587,0.0010000000027956593,0.0038733622603887097,9833.822000392525,44.109825872242055,7.0
60,0.12988331083417837,2065.0000000040004,0.0010000000027134812,0.0010327753055799213,9902.076515437599,45.0288809712678,7.0
61,0.12201101138126365,2065.0000004998483,0.001000000000014194,0.003089807561550442,9885.764368514054,44.78959319739739,7.0
62,0.1722724429382818,2065.000000171489,0.001000000001914824,0.005140639946797473,9967.057931250265,46.21998774813606,7.0
63,0.14803066569019654,2065.0000640580556,0.0010000209930383223,0.005778363009279238,9934.318724010727,45.55772620080297,7.0
64,0.21689135918522087,2065.0000010773942,0.0010000000001859275,0.0020701278398594153,10001.040353048824,47.32913016121715,7.0
65,0.10347882064425001,2065.0002325452747,0.0010000042754694277,0.006261100778773572,9841.166296868882,44.19995156740191,7.0
66,0.10045385456363819,2065.000000025587,0.0010000000027956593,0.005296599785634807,9832.998116360137,44.09983466432889,7.0
67,0.13904317928475785,2065.000278175123,0.0010000001042103047,0.005274325163554755,9919.254397833734,45.29969415284134,7.0
68,0.1570112828474267,2065.0000072212742,0.0010000000013647109,0.001062653664441728,9947.765360191039,45.80859079892625,7.0
69,0.14493505431190062,2065.000000015024,0.0010000000171984124,0.0014099633043926617,9929.335095678067,45.46962728667971,7.0
70,0.16034278463596963,2065.0000381500986,0.0010000006153592393,0.006709482283806002,9952.345192455172,45.899968846521745,7.0
71,0.23967375321399137,2065.000086311076,0.0010000004243641972,0.002647167654003378,10007.087776924114,47.84957875483746,7.0
72,0.11400579249834897,2065.001102674631,0.001000000106522855,0.0033777910096580072,9867.611954443588,44.5398925082596,7.0
73,0.2387848862653641,2065.0000741747463,0.0010000001608271739,0.009140874546847765,10006.982771249832,47.82978489954355,7.0
74,0.1956761113774361,2065.0000002123893,0.0010000000916927567,0.0014611868434054476,9988.778267493579,46.81784669004606,7.0
75,0.1826393455941807,2065.0000000137293,0.001000000001701669,0.0017122910576272184,9977.799951943492,46.489493335216025,7.0
76,0.24189404515553786,2065.0002554128127,0.001000000317759407,0.0012541701928181451,10007.305612392369,47.8988898706788,7.0
77,0.1838126680663598,2065.0000137496263,0.0010000001516730825,0.0013964246838218397,9978.900973529258,46.519520085282956,7.0
78,0.10135525684684932,2065.000000541533,0.0010000000124377568,0.007328326685240808,9835.461268639714,44.12976801381298,7.0
79,0.13695062500173857,2065.0000466739803,0.0010000161018202435,0.0066349673186262975,9915.479187765015,45.2384836097637,7.0
80,0.1688652120300827,2065.000006869963,0.0010000003359802452,0.006219783084439175,9963.118992218571,46.12969781758254,7.0
81,0.19691185097369995,2065.000000194596,0.0010000000167218665,0.004067956428224226,9989.678712722882,46.84838976479276,7.0
82,0.13461813054230468,2065.0000592277656,0.0010000027409982945,0.0024154342798338754,9911.18797933046,45.16984437995321,7.0
83,0.15484770890923402,2065.0000845921527,0.001000000022571713,0.008780533259455587,9944.676243869406,45.74878980597814,7.0
84,0.2105740912482758,2065.000219006815,0.001000003940267176,0.004752743064999069,9998.08011742492,47.17978178165444,7.0
85,0.1580569195667026,2065.000006110429,0.0010000000021901509,0.0015375583780065974,9949.225832588421,45.83736476644269,7.0
86,0.18647461706156782,2065.0000135549913,0.0010000000419455725,0.0012371078683873556,9981.315126226593,46.587281997685935,7.0
87,0.14077127921857047,2065.0000445251585,0.001000000276689865,0.012409612100218908,9922.287777181598,45.349820804725915,7.0
88,0.12526778642871844,2065.0000592277656,0.0010000027333189473,0.0019803596965669986,9892.689490022995,44.889368884245336,7.0
89,0.21820360182264079,2065.000346884926,0.0010000002867904306,0.006020616039772823,10001.581954852965,47.359982555936575,7.0
