,sr,miu,irstp,Total Aggregated Utility,Distance to threshold 2035,Distance to threshold 2055,Distance to threshold 2075,Population under threshold 2035,Population under threshold 2055,Population under threshold 2075
0,0.1331423495479138,2065.0502220024546,0.0010000000477905677,17800.15341011719,0.1026417633784158,0.0,0.0,265.1144638558088,0.0,0.0
1,0.15190957271574432,2065.028695531423,0.0010000000002990837,17850.04169647504,0.10480561780679398,0.0,0.0,265.1144638558088,0.0,0.0
2,0.17733242088973974,2068.1394470206337,0.0010000000000000002,17900.0196016538,0.10775964975803376,0.0,0.0,265.1144638558088,0.0,0.0
3,0.1058844516444367,2065.2092722377056,0.001,17700.139555409638,0.09950086417399007,0.0,0.0,265.1144638558088,0.0,0.0
4,0.11822190797632381,2065.583388432203,0.0010000000002854934,17750.23125728335,0.10092551808708028,0.0,0.0,265.1144638558088,0.0,0.0
5,0.10000017169720195,2065.0958752770953,0.0010000000000000035,17672.90786994877,0.09882170058183393,0.0,0.0,265.1144638558088,0.0,0.0
6,0.22118422866814164,2073.7596280597504,0.0010000000363591765,17950.061228182327,0.11286638709568897,0.0,0.0,265.1144638558088,0.0,0.0
