,epsilon_progress,nfe
0,0,0
1,7,100
2,125,1186
3,255,2254
4,302,3332
5,334,4415
6,352,5484
7,365,6565
8,372,7640
9,387,8721
10,399,9798
11,430,10918
12,442,12083
13,449,13258
14,453,14417
15,455,15571
16,459,16738
17,464,17908
18,470,19072
19,473,20237
20,479,21399
21,486,22566
22,491,23735
23,495,24887
24,498,26048
25,502,27218
26,503,28381
27,505,29543
28,511,30703
29,512,31875
30,517,33038
31,519,34201
32,519,35361
33,519,36533
34,521,37696
35,521,38857
36,523,40021
37,525,41187
38,527,42349
39,529,43517
40,530,44679
41,532,45852
42,532,47015
43,533,48178
44,535,49344
45,535,50498
46,535,51663
47,536,52828
48,536,53990
49,536,55156
50,540,56325
51,543,57491
52,543,58656
53,543,59813
54,543,60974
55,543,62140
56,544,63296
57,545,64459
58,546,65624
59,547,66793
60,547,67954
61,547,69124
62,548,70280
63,549,71441
64,551,72613
65,551,73776
66,553,74943
67,554,76112
68,555,77280
69,556,78446
70,558,79611
71,558,80776
72,559,81934
73,559,83099
74,559,84263
75,563,85438
76,564,86600
77,564,87767
78,566,88928
79,566,90083
80,567,91257
81,567,92418
82,567,93568
83,567,94726
84,567,95896
85,567,97069
86,567,98232
87,567,99391
88,568,100547
89,568,101717
90,569,102885
91,570,104056
92,571,105217
93,571,106381
94,571,107546
95,571,108711
96,571,109873
97,572,111043
98,573,112215
99,573,113388
100,573,114565
101,576,115724
102,576,116890
103,576,118046
104,576,119219
105,576,120395
106,576,121563
107,577,122735
108,577,123893
109,577,125053
110,578,126223
111,578,127394
112,578,128553
113,578,129713
114,578,130876
115,579,132048
116,579,133221
117,580,134385
118,580,135553
119,580,136717
120,580,137886
121,580,139052
122,582,140222
123,583,141377
124,583,142538
125,583,143697
126,583,144865
127,583,146033
128,584,147199
129,584,148372
130,584,149539
131,586,150706
132,587,151863
133,587,153028
134,587,154189
135,588,155355
136,588,156524
137,588,157679
138,588,158836
139,589,160009
140,590,161179
141,591,162344
142,592,163511
143,592,164664
144,593,165834
145,593,166997
146,593,168159
147,593,169322
148,593,170490
149,594,171654
150,595,172812
151,595,173977
152,595,175135
153,597,176312
154,597,177475
155,597,178634
156,598,179798
157,598,180966
158,598,182134
159,599,183301
160,599,184469
161,599,185630
162,599,186790
163,600,187958
164,601,189122
165,601,190291
166,601,191457
167,601,192620
168,602,193778
169,602,194950
170,605,196115
171,605,197275
172,605,198440
173,605,199603
