,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,emdd,Utility 2105,Temperature overshoot 2105
0,432,2,7760.113615972112,5,1,0,1,0,0.31001726022742104,2553.65424088783,0.0
