,epsilon_progress,nfe
0,0,0
1,12,100
2,81,1184
3,424,2263
4,800,3348
5,1127,4429
6,1365,5512
7,1559,6591
8,1692,7653
9,1790,8741
10,1889,9822
11,1889,10974
12,1986,12481
13,2124,13985
14,2269,15486
15,2393,16986
16,2504,18492
17,2588,20004
18,2660,21517
19,2726,23027
20,2785,24529
21,2824,26030
22,2862,27535
23,2902,29048
24,2947,30551
25,2989,32058
26,3023,33566
27,3063,35072
28,3105,36577
29,3153,38081
30,3191,39589
31,3227,41095
32,3254,42605
33,3291,44112
34,3309,45617
35,3328,47128
36,3352,48632
37,3373,50134
38,3399,51638
39,3422,53134
40,3434,54636
41,3452,56135
42,3466,57630
43,3487,59146
44,3502,60647
45,3522,62148
46,3538,63645
47,3552,65163
48,3563,66670
49,3580,68167
50,3598,69675
51,3615,71183
52,3636,72697
53,3651,74209
54,3666,75714
55,3681,77222
56,3699,78734
57,3712,80234
58,3733,81742
59,3745,83245
60,3760,84749
61,3774,86252
62,3795,87757
63,3809,89265
64,3825,90771
65,3839,92262
66,3850,93769
67,3860,95269
68,3867,96776
69,3874,98275
70,3888,99779
71,3892,101283
72,3903,102794
73,3912,104294
74,3917,105800
75,3925,107315
76,3934,108818
77,3941,110326
78,3956,111830
79,3963,113339
80,3971,114843
81,3983,116356
82,3990,117862
83,3998,119373
84,4006,120874
85,4015,122372
86,4025,123870
87,4037,125369
88,4049,126864
89,4057,128368
90,4059,129857
91,4069,131369
92,4076,132885
93,4082,134397
94,4089,135902
95,4097,137401
96,4105,138907
97,4113,140411
98,4119,141913
99,4125,143413
100,4133,144921
101,4135,146431
102,4140,147925
103,4147,149428
104,4151,150933
105,4159,152444
106,4168,153960
107,4174,155474
108,4185,156996
109,4195,158489
110,4199,159998
111,4203,161497
112,4211,163003
113,4218,164500
114,4224,166012
115,4226,167516
116,4233,169024
117,4241,170534
118,4243,172049
119,4245,173565
120,4249,175067
121,4251,176570
122,4254,178087
123,4259,179597
124,4265,181107
125,4271,182606
126,4272,184118
127,4277,185624
128,4282,187133
129,4286,188633
130,4289,190130
131,4298,191632
132,4301,193136
133,4306,194635
134,4310,196140
135,4316,197638
136,4322,199142
137,4324,200635
