,epsilon_progress,nfe
0,0,0
1,45,100
2,351,1173
3,537,2249
4,723,3332
5,887,4411
6,1045,5484
7,1195,6567
8,1375,7637
9,1540,8719
10,1699,9801
11,2817,14209
12,4208,19969
13,5821,25717
14,7003,31496
15,7893,37242
16,8724,43008
17,9455,48778
18,10161,54538
19,10794,60308
20,11409,66071
21,11973,71825
22,12513,77577
23,13020,83336
24,13550,89088
25,14016,94840
26,14480,100617
27,14940,106381
28,15371,112125
29,15760,117880
30,16149,123630
31,16509,129380
32,16854,135165
33,17192,140950
34,17508,146722
35,17826,152497
36,18115,158258
37,18398,164007
38,18685,169766
39,18936,175539
40,19171,181295
41,19379,187085
42,19607,192847
43,19805,198628
44,20014,204390
