,epsilon_progress,nfe
0,0,0
1,13,100
2,108,1171
3,205,2253
4,287,3331
5,352,4414
6,388,5501
7,415,6572
8,439,7648
9,457,8725
10,482,9809
11,510,11047
12,589,12403
13,619,13747
14,640,15087
15,655,16428
16,672,17755
17,686,19101
18,702,20441
19,709,21783
20,715,23115
21,720,24446
22,728,25793
23,735,27133
24,745,28479
25,752,29820
26,758,31165
27,767,32510
28,776,33848
29,780,35190
30,787,36529
31,793,37869
32,800,39219
33,804,40568
34,808,41909
35,820,43262
36,824,44609
37,827,45953
38,832,47296
39,838,48644
40,844,49973
41,844,51318
42,844,52647
43,848,54003
44,853,55330
45,861,56675
46,865,58019
47,868,59355
48,870,60695
49,875,62042
50,879,63379
51,882,64722
52,883,66065
53,889,67408
54,894,68760
55,897,70101
56,899,71441
57,904,72766
58,908,74113
59,911,75452
60,912,76790
61,912,78128
62,914,79459
63,919,80802
64,923,82145
65,927,83491
66,933,84831
67,936,86177
68,939,87514
69,940,88867
70,941,90199
71,941,91531
72,943,92882
73,947,94225
74,951,95561
75,952,96903
76,953,98254
77,955,99603
78,959,100945
79,959,102294
80,960,103645
81,963,104990
82,964,106321
83,964,107661
84,965,108994
85,966,110337
86,970,111669
87,971,113012
88,971,114347
89,973,115685
90,975,117026
91,975,118367
92,978,119712
93,980,121060
94,980,122396
95,980,123735
96,982,125071
97,982,126410
98,983,127746
99,984,129094
100,985,130434
101,986,131774
102,986,133111
103,986,134449
104,986,135796
105,987,137145
106,987,138488
107,988,139828
108,990,141167
109,991,142501
110,994,143842
111,995,145179
112,995,146524
113,995,147868
114,997,149219
115,999,150569
116,1000,151910
117,1000,153253
118,1000,154594
119,1002,155929
120,1003,157270
121,1005,158612
122,1006,159951
123,1007,161292
124,1010,162628
125,1012,163969
126,1012,165297
127,1013,166639
128,1014,167976
129,1014,169314
130,1016,170659
131,1016,172003
132,1017,173339
133,1017,174678
134,1017,176006
135,1017,177348
136,1021,178690
137,1021,180029
138,1023,181365
139,1023,182713
140,1024,184060
141,1025,185396
142,1027,186721
143,1027,188054
144,1030,189390
145,1030,190730
146,1030,192083
147,1030,193421
148,1031,194766
149,1033,196105
150,1034,197435
151,1035,198777
152,1035,200122
