,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,emdd,Utility 2105,Disutility 2105,Temperature overshoot 2105
0,927,2,12595.549910261407,1,1,1,2,0,0.5987980883284485,2482.8837988061673,67.77944709359448,7.0
