,epsilon_progress,nfe
0,0,0
1,12,100
2,81,1175
3,392,2247
4,756,3322
5,1010,4401
6,1203,5481
7,1379,6568
8,1526,7639
9,1654,8722
10,1793,9797
11,1793,10949
12,1900,12451
13,2044,13958
14,2212,15464
15,2340,16976
16,2456,18480
17,2549,19976
18,2603,21476
19,2654,22982
20,2706,24491
21,2747,25994
22,2795,27508
23,2827,29025
24,2854,30528
25,2893,32039
26,2920,33551
27,2962,35069
28,3000,36579
29,3023,38081
30,3053,39589
31,3076,41098
32,3101,42607
33,3127,44115
34,3143,45609
35,3161,47118
36,3179,48632
37,3202,50135
38,3223,51639
39,3237,53133
40,3258,54651
41,3279,56152
42,3290,57660
43,3302,59170
44,3317,60675
45,3330,62185
46,3347,63690
47,3361,65190
48,3371,66695
49,3383,68197
50,3394,69706
51,3407,71210
52,3420,72711
53,3437,74214
54,3451,75729
55,3466,77237
56,3478,78745
57,3492,80251
58,3507,81763
59,3514,83264
60,3528,84773
61,3542,86269
62,3560,87787
63,3570,89301
64,3581,90816
65,3592,92329
66,3604,93826
67,3613,95327
68,3621,96829
69,3629,98312
70,3634,99815
71,3650,101311
72,3661,102798
73,3672,104307
74,3679,105804
75,3688,107311
76,3698,108810
77,3705,110309
78,3712,111818
79,3721,113328
80,3728,114840
81,3737,116343
82,3744,117848
83,3750,119336
84,3758,120837
85,3764,122333
86,3776,123830
87,3781,125337
88,3787,126845
89,3792,128353
90,3798,129856
91,3806,131362
92,3814,132871
93,3822,134390
94,3825,135898
95,3830,137394
96,3840,138905
97,3845,140407
98,3850,141916
99,3858,143416
100,3864,144927
101,3866,146436
102,3873,147949
103,3880,149457
104,3885,150970
105,3889,152479
106,3894,153987
107,3896,155491
108,3898,157002
109,3900,158514
110,3906,160029
111,3914,161538
112,3920,163053
113,3927,164562
114,3935,166061
115,3940,167569
116,3946,169074
117,3951,170584
118,3957,172092
119,3959,173598
120,3966,175106
121,3966,176625
122,3974,178121
123,3981,179638
124,3981,181149
125,3983,182648
126,3987,184157
127,3988,185668
128,3992,187179
129,3994,188684
130,3998,190193
131,4003,191697
132,4008,193206
133,4011,194707
134,4014,196207
135,4018,197717
136,4020,199233
137,4023,200732
