,epsilon_progress,nfe
0,0,0
1,13,100
2,88,1170
3,428,2246
4,849,3330
5,1232,4408
6,1564,5483
7,1858,6568
8,2063,7643
9,2232,8729
10,2388,9813
11,2388,12019
12,2604,14896
13,2955,17791
14,3328,20672
15,3651,23547
16,3902,26427
17,4107,29320
18,4306,32200
19,4470,35078
20,4585,37968
21,4714,40858
22,4845,43746
23,4942,46620
24,5027,49495
25,5120,52372
26,5206,55251
27,5279,58126
28,5347,61003
29,5408,63878
30,5454,66789
31,5514,69661
32,5573,72543
33,5628,75425
34,5670,78318
35,5721,81209
36,5768,84106
37,5807,86984
38,5853,89855
39,5890,92739
40,5937,95627
41,5978,98516
42,6012,101405
43,6050,104275
44,6090,107157
45,6122,110049
46,6167,112939
47,6208,115816
48,6235,118702
49,6271,121599
50,6306,124492
51,6338,127385
52,6375,130271
53,6409,133154
54,6439,136024
55,6464,138903
56,6491,141794
57,6525,144686
58,6560,147583
59,6585,150469
60,6622,153359
61,6657,156228
62,6678,159093
63,6706,161960
64,6731,164827
65,6753,167714
66,6779,170594
67,6798,173475
68,6814,176364
69,6836,179242
70,6854,182112
71,6874,184993
72,6891,187885
73,6908,190782
74,6928,193664
75,6946,196559
76,6963,199437
77,6987,202316
