,epsilon_progress,nfe
0,0,0
1,14,100
2,89,1189
3,364,2265
4,633,3351
5,889,4427
6,1088,5509
7,1253,6587
8,1410,7664
9,1547,8747
10,1639,9830
11,1639,10902
12,1761,12305
13,1941,13709
14,2093,15104
15,2226,16502
16,2332,17897
17,2403,19298
18,2484,20700
19,2536,22108
20,2595,23512
21,2652,24914
22,2699,26320
23,2745,27716
24,2784,29112
25,2821,30514
26,2860,31921
27,2888,33322
28,2925,34730
29,2959,36128
30,2993,37519
31,3020,38915
32,3051,40318
33,3082,41721
34,3111,43123
35,3133,44533
36,3162,45932
37,3182,47329
38,3209,48733
39,3235,50137
40,3247,51532
41,3274,52929
42,3294,54332
43,3313,55730
44,3338,57137
45,3358,58536
46,3379,59942
47,3397,61341
48,3415,62738
49,3424,64141
50,3447,65551
51,3462,66955
52,3477,68352
53,3497,69752
54,3514,71154
55,3529,72561
56,3544,73962
57,3558,75362
58,3577,76769
59,3588,78174
60,3598,79570
61,3612,80966
62,3624,82368
63,3642,83773
64,3655,85181
65,3667,86586
66,3681,87987
67,3694,89390
68,3711,90801
69,3724,92213
70,3740,93620
71,3751,95024
72,3763,96423
73,3769,97832
74,3775,99226
75,3786,100615
76,3795,102014
77,3803,103415
78,3809,104817
79,3817,106216
80,3822,107609
81,3833,109014
82,3846,110414
83,3858,111813
84,3864,113212
85,3870,114603
86,3875,116007
87,3885,117413
88,3895,118821
89,3903,120228
90,3918,121631
91,3925,123025
92,3937,124417
93,3945,125824
94,3953,127228
95,3962,128629
96,3976,130032
97,3983,131442
98,3991,132834
99,3999,134236
100,4004,135636
101,4009,137033
102,4016,138430
103,4017,139826
104,4025,141229
105,4032,142626
106,4039,144020
107,4044,145413
108,4047,146820
109,4051,148219
110,4055,149611
111,4063,151012
112,4068,152421
113,4074,153818
114,4080,155224
115,4086,156612
116,4093,158009
117,4096,159414
118,4104,160813
119,4110,162209
120,4113,163602
121,4122,165011
122,4126,166408
123,4134,167804
124,4142,169205
125,4149,170607
126,4156,171998
127,4162,173393
128,4168,174799
129,4175,176194
130,4183,177600
131,4187,179001
132,4190,180408
133,4196,181800
134,4202,183197
135,4206,184592
136,4207,185997
137,4213,187401
138,4216,188810
139,4222,190214
140,4230,191613
141,4236,193010
142,4237,194409
143,4241,195805
144,4244,197205
145,4250,198608
146,4252,200007
