,epsilon_progress,nfe
0,0,0
1,13,100
2,84,1176
3,385,2250
4,798,3325
5,1245,4406
6,1611,5476
7,1946,6562
8,2244,7643
9,2510,8732
10,2757,9809
11,2757,12363
12,3057,15686
13,3505,19020
14,3999,22364
15,4430,25709
16,4773,29056
17,5077,32362
18,5315,35703
19,5528,39050
20,5734,42397
21,5928,45738
22,6073,49090
23,6204,52431
24,6326,55758
25,6429,59095
26,6543,62435
27,6661,65764
28,6763,69113
29,6866,72446
30,6972,75788
31,7070,79137
32,7166,82469
33,7251,85811
34,7326,89145
35,7409,92484
36,7485,95830
37,7558,99165
38,7628,102509
39,7697,105836
40,7761,109155
41,7828,112500
42,7893,115843
43,7952,119187
44,7995,122540
45,8044,125881
46,8101,129211
47,8153,132554
48,8207,135878
49,8261,139207
50,8309,142557
51,8359,145899
52,8406,149253
53,8447,152596
54,8491,155942
55,8543,159290
56,8574,162631
57,8616,165976
58,8654,169315
59,8698,172659
60,8734,176008
61,8769,179346
62,8810,182688
63,8837,186030
64,8877,189385
65,8914,192739
66,8945,196089
67,8973,199430
68,9001,202756
