,epsilon_progress,nfe
0,0,0
1,13,100
2,97,1172
3,447,2249
4,809,3329
5,1058,4397
6,1265,5474
7,1416,6549
8,1557,7628
9,1685,8710
10,1794,9791
11,1794,11013
12,1906,12600
13,2068,14205
14,2215,15813
15,2349,17415
16,2451,19022
17,2550,20615
18,2624,22214
19,2694,23812
20,2755,25402
21,2808,27000
22,2871,28599
23,2922,30193
24,2959,31798
25,2999,33394
26,3026,34993
27,3056,36604
28,3090,38199
29,3119,39804
30,3140,41403
31,3168,43011
32,3203,44617
33,3230,46206
34,3265,47797
35,3287,49398
36,3310,50994
37,3339,52597
38,3363,54199
39,3389,55791
40,3410,57389
41,3434,58982
42,3450,60582
43,3467,62175
44,3477,63775
45,3491,65368
46,3506,66967
47,3532,68561
48,3553,70153
49,3565,71755
50,3571,73350
51,3584,74936
52,3591,76541
53,3603,78149
54,3617,79746
55,3631,81330
56,3645,82931
57,3657,84535
58,3670,86132
59,3688,87723
60,3703,89329
61,3715,90935
62,3723,92541
63,3730,94142
64,3738,95740
65,3745,97341
66,3759,98941
67,3767,100539
68,3778,102133
69,3788,103710
70,3795,105296
71,3806,106899
72,3813,108496
73,3824,110072
74,3835,111669
75,3844,113272
76,3852,114858
77,3866,116455
78,3875,118052
79,3878,119646
80,3889,121244
81,3903,122844
82,3911,124448
83,3915,126044
84,3918,127637
85,3924,129227
86,3932,130824
87,3938,132421
88,3951,134024
89,3960,135622
90,3974,137211
91,3978,138812
92,3993,140407
93,3998,142005
94,4007,143601
95,4013,145199
96,4024,146786
97,4031,148391
98,4039,150002
99,4045,151601
100,4052,153206
101,4060,154802
102,4066,156399
103,4072,158000
104,4079,159602
105,4082,161200
106,4087,162804
107,4090,164402
108,4099,166009
109,4108,167605
110,4115,169191
111,4119,170789
112,4125,172389
113,4131,173993
114,4135,175598
115,4140,177190
116,4149,178801
117,4154,180395
118,4160,181988
119,4164,183592
120,4168,185182
121,4178,186785
122,4187,188388
123,4191,189992
124,4193,191593
125,4199,193205
126,4203,194795
127,4206,196396
128,4207,198002
129,4213,199602
130,4216,201193
