,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,emdd,Utility 2105,Distance to consumption threshold 2105,Population below consumption threshold 2105,Temperature overshoot 2105
0,927,2,5886.342052152847,2,1,1,2,0,0.5184189633804556,2482.8837988061673,1.4047272088106306,749.7645065432494,7.0
