,epsilon_progress,nfe
0,0,0
1,9,100
2,19,1181
3,29,2254
4,34,3339
5,34,4417
6,37,5495
7,37,6573
8,38,7655
9,39,8735
10,39,9804
11,39,10884
12,40,11966
13,40,13044
14,40,14123
15,40,15207
16,40,16288
17,40,17381
18,40,18465
19,40,19539
20,41,20622
21,41,21709
22,41,22783
23,41,23859
24,41,24941
25,41,26018
26,41,27087
27,41,28175
28,41,29258
29,41,30340
30,41,31423
31,41,32494
32,41,33577
33,41,34657
34,41,35735
35,41,36812
36,41,37890
37,41,38969
38,41,40050
39,41,41130
40,41,42209
41,41,43293
42,41,44376
43,41,45454
44,41,46536
45,41,47612
46,41,48690
47,41,49773
48,41,50854
49,41,51928
50,41,53009
51,41,54081
52,41,55169
53,41,56247
54,41,57338
55,41,58413
56,41,59472
57,41,60546
58,41,61612
59,41,62691
60,41,63774
61,41,64850
62,41,65927
63,41,67000
64,41,68079
65,41,69155
66,41,70236
67,41,71307
68,41,72385
69,41,73450
70,41,74520
71,41,75593
72,41,76676
73,41,77759
74,41,78838
75,41,79910
76,41,80989
77,41,82069
78,41,83148
79,41,84229
80,41,85311
81,41,86388
82,41,87471
83,41,88554
84,41,89633
85,41,90711
86,41,91789
87,41,92863
88,41,93948
89,41,95028
90,41,96094
91,41,97179
92,41,98190
93,41,99197
94,41,100203
95,41,101212
96,41,102214
97,41,103218
98,41,104224
99,41,105225
100,41,106229
101,41,107238
102,41,108241
103,41,109250
104,41,110254
105,41,111262
106,41,112269
107,41,113275
108,41,114285
109,41,115293
110,41,116294
111,41,117297
112,41,118306
113,41,119311
114,41,120311
115,41,121321
116,41,122321
117,41,123322
118,41,124327
119,41,125329
120,41,126331
121,41,127332
122,41,128334
123,41,129335
124,41,130336
125,41,131340
126,41,132345
127,41,133349
128,41,134360
129,41,135368
130,41,136368
131,41,137374
132,41,138381
133,41,139383
134,41,140389
135,41,141391
136,41,142396
137,41,143407
138,41,144410
139,41,145415
140,41,146422
141,41,147427
142,41,148430
143,41,149439
144,41,150450
145,41,151457
146,41,152466
147,41,153471
148,41,154482
149,41,155487
150,41,156493
151,41,157497
152,41,158500
153,41,159502
154,41,160504
155,41,161514
156,41,162524
157,41,163524
158,41,164524
159,41,165535
160,41,166541
161,41,167541
162,41,168545
163,41,169552
164,41,170554
165,41,171556
166,41,172565
167,41,173570
168,41,174580
169,41,175580
170,41,176587
171,41,177593
172,41,178599
173,41,179606
174,41,180606
175,41,181617
176,41,182627
177,41,183633
178,41,184633
179,41,185640
180,41,186645
181,41,187645
182,41,188645
183,41,189653
184,41,190661
185,41,191661
186,41,192667
187,41,193673
188,41,194675
189,41,195678
190,41,196681
191,41,197682
192,41,198683
193,41,199684
