,sr,miu,irstp_consumption,irstp_damage,Utility 2105,Distance to consumption threshold 2105,Population below consumption threshold 2105,Temperature overshoot 2105
0,0.2473653729221689,2065.0000000000005,0.0010000000000000005,0.014908014686494978,10126.85233644368,0.0,0.0,6.0
1,0.23946387351884932,2065.0000000000005,0.0010000000000000104,0.01314714300439885,10126.459480455655,0.0,0.0,5.0
