,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,emdd,Utility 2105,Temperature overshoot 2105
0,927,2,9735.502148004052,1,0,1,0,1,0.5454205435765954,2482.87622760184,7.0
