,sr,miu,irstp,Total Aggregated Utility,Utility 2035,Utility 2055,Utility 2075
0,0.12702278900838254,2159.7399176788117,0.0010000005580731355,17751.95304471094,3455.707591678218,6051.481266951914,7990.160823350617
1,0.19462424713171692,2138.53073752708,0.001000000378902492,17900.04034382229,3405.000175995167,6031.153771606849,8006.984425508312
2,0.11309595619003945,2149.7680497454835,0.001000000096191063,17705.69613078091,3465.162557507973,6052.578660525055,7980.8844108475005
3,0.11528601474621156,2226.7644796177974,0.0010000097599622028,17690.957351454526,3465.178681406152,6055.385557632715,7985.26442512922
4,0.10801298686077207,2221.6885033914696,0.0010000020412163147,17662.925794989158,3470.1747773371367,6056.00926689577,7980.250562149018
5,0.18173221438243076,2238.7467008847616,0.001000000378920628,17850.15056633723,3416.96835233951,6040.181214469899,8010.189525916705
6,0.13523832537923527,2174.3859227840717,0.001000000033650063,17771.771725592913,3450.2410299012117,6050.875991499872,7995.201957159479
7,0.16860396865568542,2151.8406603302537,0.001000000000073569,17856.865663584733,3425.2284492077197,6041.384683976606,8005.272685679495
8,0.12253855976031842,2272.6839060489347,0.0010000000001108534,17707.186197566924,3460.488080124639,6055.085407766192,7990.0239322623665
9,0.10094808918527712,2227.307838741683,0.0010000000000000338,17630.259578348516,3475.101744115008,6056.623560993223,7975.044600027341
10,0.14797830871196252,2164.6670796161225,0.001000000000003301,17808.572171604854,3440.8074453686477,6047.729928474419,8000.123824899365
11,0.15750634723275592,2247.827730437273,0.0010000000000000575,17806.00110594638,3435.1279091966826,6047.734943300329,8005.261219012004
12,0.14379740358286972,2260.5189352241628,0.0010000000000000575,17771.959796307758,3445.2281549440936,6051.182642438595,8000.497230488441
