,sr,miu,irstp,Total Aggregated Utility,Utility 2035,Utility 2055,Utility 2075
0,0.11528601474621156,2226.7644796177974,0.0010000097599622028,17690.957351454526,3465.178681406152,6055.385557632715,7985.26442512922
1,0.10801298686077207,2221.6885033914696,0.0010000020412163147,17662.925794989158,3470.1747773371367,6056.00926689577,7980.250562149018
2,0.18173221438243076,2238.7467008847616,0.001000000378920628,17850.15056633723,3416.96835233951,6040.181214469899,8010.189525916705
3,0.13523832537923527,2174.3859227840717,0.001000000033650063,17771.771725592913,3450.2410299012117,6050.875991499872,7995.201957159479
4,0.16860396865568542,2151.8406603302537,0.001000000000073569,17856.865663584733,3425.2284492077197,6041.384683976606,8005.272685679495
5,0.12253855976031842,2272.6839060489347,0.0010000000001108534,17707.186197566924,3460.488080124639,6055.085407766192,7990.0239322623665
6,0.15750634723275592,2247.827730437273,0.0010000000000000575,17806.00110594638,3435.1279091966826,6047.734943300329,8005.261219012004
7,0.14595822467180158,2122.5120928562383,0.0010000000000002268,17706.49923016974,3465.0335601150155,6052.733931482101,7981.306679779875
8,0.1279277785145522,2160.407263439662,0.001000000000000046,17754.746342149745,3455.0858634918054,6051.381326264396,7990.699154864843
9,0.14894029019781552,2168.116990634752,0.0010000000000000104,17809.69503262964,3440.198834471759,6047.694690495509,8000.675560999703
10,0.19387702846832283,2127.478243080894,0.0010000000000009639,17901.220843684372,3405.0019020393033,6030.0943624562115,8005.280151440866
11,0.10095856486518266,2226.0146904990997,0.001,17630.58251308607,3475.080368456094,6056.59928450408,7975.037666267345
12,0.14336744872415938,2224.6489600081645,0.0010000000000000365,17779.43046759867,3445.2075802273716,6050.7544346054565,8000.06511772982
