,sr,miu,irstp,Total Aggregated Utility,Utility 2035,Utility 2055,Utility 2075
0,0.12702278900838254,2159.7399176788117,0.0010000005580731355,17751.95304471094,3455.707591678218,6051.481266951914,7990.160823350617
1,0.1688640493512969,2152.3775085343377,0.001000000179155799,17856.761649225733,3425.0530232867522,6041.346066796637,8005.373573854759
2,0.19462424713171692,2138.53073752708,0.001000000378902492,17900.04034382229,3405.000175995167,6031.153771606849,8006.984425508312
3,0.10129396368606197,2244.9535698581594,0.001000001970518169,17628.331282643485,3475.0380716412838,6056.882937520103,7975.472497683199
4,0.11936501823613783,2241.2330168468307,0.001000004019543209,17702.95273857496,3462.4710269803486,6055.13523596638,7987.974855783928
5,0.11309595619003945,2149.7680497454835,0.001000000096191063,17705.69613078091,3465.162557507973,6052.578660525055,7980.8844108475005
6,0.15761619221513498,2278.030050267123,0.0010000003137367972,17800.117082647994,3435.27099857653,6048.032547749666,8005.3959521689185
7,0.12413833551771224,2296.6309296020368,0.0010000000091575643,17708.558881002424,3459.503063489388,6055.053831102381,7990.980154798781
8,0.11528601474621156,2226.7644796177974,0.0010000097599622028,17690.957351454526,3465.178681406152,6055.385557632715,7985.26442512922
9,0.1468455139393155,2175.870660307498,0.0010000001232462147,17802.12058528037,3441.907886497,6048.553588315294,8000.26550281076
10,0.10801298686077207,2221.6885033914696,0.0010000020412163147,17662.925794989158,3470.1747773371367,6056.00926689577,7980.250562149018
11,0.14570995136661333,2215.783543465525,0.0010000000709978907,17787.422513037945,3443.406022673637,6050.063597297584,8000.8877947459505
12,0.18173221438243076,2238.7467008847616,0.001000000378920628,17850.15056633723,3416.96835233951,6040.181214469899,8010.189525916705
13,0.13523832537923527,2174.3859227840717,0.001000000033650063,17771.771725592913,3450.2410299012117,6050.875991499872,7995.201957159479
