,sr,miu,irstp,Total Aggregated Utility,Utility 2035,Utility 2055,Utility 2075
0,0.1468765301005787,2131.1139205608233,0.0010000622945751717,17815.727064287734,3440.3137546970793,6045.071079430573,7996.2675066207175
1,0.14188649100582354,2202.4824712055047,0.0010000060748940587,17780.951000291825,3445.9871546104264,6050.564207036864,7999.089526272005
2,0.1213480539983664,2184.1116434845285,0.0010000021141474702,17724.59349451868,3460.3035264371715,6053.504362618205,7988.1363129552765
3,0.16187936957017454,2205.9035516462186,0.0010000693761149247,17825.43044284831,3431.427709291816,6045.7474506339295,8005.9813550957415
4,0.1525319659232506,2145.8638507871897,0.0010001117676468124,17826.46422332977,3436.862876359448,6045.282757691416,8000.206265876074
5,0.12702278900838254,2159.7399176788117,0.0010000005580731355,17751.95304471094,3455.707591678218,6051.481266951914,7990.160823350617
6,0.11257449750824351,2148.04601602591,0.0010000558807776185,17703.748155506517,3465.456783287097,6052.475481333879,7980.338607948162
7,0.1688640493512969,2152.3775085343377,0.001000000179155799,17856.761649225733,3425.0530232867522,6041.346066796637,8005.373573854759
8,0.10049263050007144,2206.7890722831416,0.0010000015060898989,17632.588046482597,3475.158671849558,6056.209037122162,7974.3739153659735
9,0.19462424713171692,2138.53073752708,0.001000000378902492,17900.04034382229,3405.000175995167,6031.153771606849,8006.984425508312
10,0.11528601474621156,2228.6692406566467,0.0010000097599622028,17690.54266218804,3465.199352687645,6055.419780208122,7985.285592052651
11,0.18956932521540273,2223.637317240562,0.0010000042944570927,17864.40932928502,3410.849282536993,6037.09072305459,8010.735043482292
12,0.10689950006581095,2191.517029734271,0.0010000101106557159,17666.330280127706,3470.51059527001,6055.322503787877,7978.832929609925
