,sr,miu,irstp_consumption,irstp_damage,Utility 2105,Temperature overshoot 2105
0,0.23946489018446893,2065.0,0.001,0.001581034969779188,10126.45958195929,5.0
1,0.2473668003509366,2065.0,0.001,0.007348097331876753,10126.852336456188,6.0
