,epsilon_progress,nfe
0,0,0
1,13,100
2,102,1183
3,464,2263
4,848,3347
5,1153,4428
6,1382,5515
7,1563,6589
8,1695,7657
9,1813,8734
10,1920,9816
11,1920,10962
12,2006,12457
13,2142,13957
14,2282,15454
15,2417,16943
16,2507,18442
17,2592,19935
18,2653,21426
19,2710,22924
20,2769,24424
21,2805,25907
22,2850,27405
23,2882,28908
24,2925,30401
25,2950,31908
26,2979,33406
27,3003,34891
28,3034,36385
29,3053,37876
30,3075,39374
31,3103,40880
32,3125,42376
33,3143,43872
34,3160,45374
35,3179,46865
36,3198,48367
37,3221,49875
38,3238,51378
39,3263,52873
40,3288,54379
41,3312,55876
42,3338,57364
43,3364,58858
44,3387,60352
45,3406,61850
46,3424,63348
47,3443,64850
48,3463,66347
49,3478,67845
50,3492,69336
51,3499,70825
52,3509,72318
53,3519,73812
54,3533,75321
55,3546,76821
56,3560,78315
57,3570,79818
58,3579,81320
59,3588,82829
60,3596,84332
61,3613,85822
62,3622,87320
63,3631,88818
64,3644,90313
65,3658,91816
66,3669,93317
67,3675,94810
68,3685,96307
69,3693,97811
70,3701,99312
71,3712,100814
72,3723,102326
73,3734,103819
74,3738,105316
75,3749,106808
76,3757,108296
77,3768,109789
78,3778,111292
79,3782,112787
80,3788,114285
81,3797,115779
82,3809,117284
83,3819,118783
84,3827,120272
85,3835,121773
86,3842,123276
87,3851,124770
88,3857,126274
89,3866,127777
90,3874,129278
91,3888,130781
92,3896,132277
93,3901,133775
94,3910,135278
95,3918,136776
96,3924,138273
97,3929,139772
98,3930,141273
99,3932,142770
100,3934,144267
101,3938,145760
102,3946,147264
103,3952,148770
104,3956,150263
105,3962,151770
106,3968,153268
107,3974,154762
108,3974,156262
109,3977,157761
110,3980,159252
111,3982,160756
112,3988,162242
113,3995,163731
114,3998,165224
115,4007,166715
116,4011,168211
117,4016,169711
118,4021,171211
119,4026,172707
120,4027,174204
121,4035,175707
122,4041,177208
123,4043,178704
124,4049,180209
125,4054,181711
126,4055,183213
127,4056,184707
128,4061,186205
129,4063,187691
130,4070,189186
131,4077,190685
132,4082,192182
133,4084,193684
134,4087,195180
135,4092,196682
136,4096,198178
137,4100,199673
138,4105,201170
