,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,emdd,Utility 2105,Intratemporal consumption Gini 2105,Temperature overshoot 2105
0,190,1,5390.126502727939,1,1,1,0,1,0.018806280938098538,11030.724951033168,0.2868330412060281,7.0
