,sr,miu,irstp_consumption,irstp_damage,Utility 2105,Lowest income per capita 2105,Temperature overshoot 2105
0,0.23440601213542572,2144.780339127732,0.00409417853504439,0.002816438362662663,11107.384023401595,4.000637607512822,7.0
1,0.23720658009805862,2150.465918517939,0.01317306032357618,0.003229172107197191,11108.926437280601,3.9507163731148225,7.0
2,0.23058612108349785,2127.582537376468,0.004759194625834912,0.008626633369615229,11100.310426700486,4.1523120355338285,7.0
3,0.22882262971115921,2115.0798507376294,0.003613221217289155,0.009393301955357633,11092.367807233037,4.30300324132523,7.0
4,0.23416167964407836,2138.2811016088926,0.004757501821542313,0.014866125170717542,11105.493616415888,4.050063165109031,7.0
5,0.22938088879843205,2134.0070729060244,0.014322865932349126,0.0070974577572589905,11103.06063963851,4.101199962956571,7.0
6,0.24157470495209774,2172.9956361203626,0.00809949012027537,0.004764840056475835,11111.534130245334,3.801244824063545,7.0
7,0.24157470495209774,2065.1549963010343,0.007312990085217941,0.004993595013219129,11088.74237495189,5.204222942592941,6.0
8,0.22656508310306445,2120.6649570520594,0.0036346363535495023,0.002387766978574149,11096.496421987737,4.252696996536831,7.0
9,0.23694576827587566,2120.8505273389183,0.005284719862373355,0.004580327872882473,11098.60836394915,4.217194172220534,7.0
10,0.2493481986010928,2065.176989584224,0.0030269681026138346,0.0010527060145736865,11089.041323885835,5.189519411145651,6.0
11,0.23695154110487474,2158.4655271612983,0.003662610831574518,0.0029171019960672366,11110.105460082219,3.9009592583435118,7.0
12,0.20253949761435264,2065.020822422255,0.010022862615273638,0.0034400699127596504,11073.708954560334,5.254930513902313,6.0
