,epsilon_progress,nfe
0,0,0
1,13,100
2,104,1181
3,199,2252
4,304,3328
5,375,4407
6,432,5485
7,467,6553
8,499,7634
9,529,8706
10,558,9781
11,588,11039
12,651,12396
13,680,13755
14,712,15122
15,729,16489
16,749,17835
17,770,19211
18,777,20568
19,786,21932
20,793,23284
21,800,24643
22,806,25993
23,811,27347
24,828,28700
25,836,30061
26,842,31424
27,846,32790
28,850,34142
29,856,35502
30,868,36868
31,874,38233
32,882,39604
33,889,40965
34,892,42318
35,901,43672
36,907,45031
37,907,46391
38,910,47745
39,916,49098
40,920,50452
41,925,51804
42,931,53160
43,936,54523
44,941,55881
45,948,57230
46,955,58576
47,957,59941
48,961,61296
49,965,62643
50,973,64015
51,977,65387
52,982,66739
53,986,68103
54,987,69461
55,989,70812
56,990,72177
57,992,73529
58,996,74881
59,997,76242
60,999,77594
61,1003,78956
62,1004,80314
63,1005,81652
64,1007,83012
65,1010,84361
66,1015,85718
67,1017,87077
68,1018,88436
69,1019,89797
70,1021,91169
71,1025,92534
72,1033,93879
73,1034,95234
74,1036,96592
75,1038,97954
76,1042,99319
77,1043,100667
78,1045,102024
79,1046,103389
80,1051,104743
81,1051,106109
82,1052,107463
83,1053,108820
84,1054,110177
85,1055,111536
86,1055,112890
87,1057,114240
88,1058,115599
89,1062,116963
90,1063,118331
91,1066,119690
92,1068,121047
93,1069,122399
94,1072,123756
95,1075,125118
96,1079,126477
97,1080,127838
98,1081,129189
99,1081,130535
100,1081,131882
101,1083,133243
102,1083,134603
103,1084,135957
104,1086,137319
105,1087,138677
106,1088,140033
107,1089,141397
108,1090,142762
109,1091,144129
110,1093,145490
111,1094,146850
112,1098,148205
113,1098,149568
114,1101,150927
115,1103,152288
116,1103,153649
117,1104,155008
118,1104,156372
119,1106,157743
120,1108,159109
121,1111,160473
122,1111,161831
123,1113,163182
124,1113,164552
125,1114,165916
126,1117,167273
127,1118,168623
128,1118,169980
129,1120,171347
130,1122,172704
131,1123,174067
132,1125,175420
133,1127,176772
134,1129,178129
135,1129,179479
136,1129,180840
137,1130,182195
138,1130,183552
139,1130,184914
140,1131,186270
141,1131,187633
142,1132,188997
143,1133,190357
144,1134,191718
145,1135,193076
146,1135,194426
147,1136,195772
148,1137,197135
149,1138,198484
150,1139,199841
