,epsilon_progress,nfe
0,0,0
1,4,100
2,13,1183
3,21,2262
4,29,3344
5,38,4422
6,43,5504
7,47,6589
8,49,7675
9,53,8763
10,59,9844
11,62,10926
12,62,12002
13,62,13075
14,62,14156
15,62,15241
16,62,16323
17,62,17390
18,62,18473
19,62,19555
20,62,20631
21,62,21707
22,62,22790
23,62,23870
24,62,24947
25,62,26026
26,62,27101
27,62,28182
28,62,29267
29,62,30351
30,62,31423
31,62,32496
32,62,33583
33,62,34664
34,62,35740
35,63,36817
36,66,37898
37,66,38975
38,66,40059
39,66,41129
40,66,42212
41,66,43296
42,66,44370
43,66,45453
44,66,46536
45,66,47622
46,66,48696
47,66,49775
48,66,50860
49,66,51936
50,66,53017
51,66,54092
52,66,55166
53,66,56241
54,66,57328
55,66,58411
56,66,59494
57,66,60565
58,66,61633
59,66,62713
60,66,63797
61,66,64880
62,66,65962
63,66,67035
64,66,68113
65,66,69184
66,66,70273
67,66,71356
68,66,72422
69,66,73489
70,66,74564
71,66,75631
72,66,76708
73,66,77785
74,66,78860
75,66,79939
76,66,81024
77,72,82101
78,74,83179
79,74,84262
80,74,85332
81,74,86400
82,74,87479
83,74,88563
84,74,89638
85,74,90712
86,74,91788
87,74,92872
88,74,93957
89,74,95040
90,78,96126
91,78,97210
92,79,98215
93,79,99216
94,79,100222
95,79,101222
96,79,102223
97,79,103223
98,79,104226
99,79,105233
100,79,106239
101,79,107241
102,79,108241
103,79,109241
104,79,110241
105,79,111245
106,79,112248
107,79,113256
108,79,114257
109,79,115264
110,79,116265
111,79,117270
112,79,118276
113,79,119284
114,79,120285
115,79,121287
116,79,122296
117,79,123298
118,79,124308
119,79,125317
120,79,126321
121,79,127324
122,79,128325
123,79,129336
124,79,130341
125,79,131349
126,79,132358
127,79,133369
128,79,134371
129,79,135371
130,79,136373
131,79,137376
132,79,138379
133,79,139380
134,79,140390
135,79,141393
136,79,142398
137,79,143399
138,79,144405
139,79,145416
140,79,146426
141,79,147431
142,79,148442
143,79,149447
144,79,150448
145,79,151449
146,79,152453
147,79,153457
148,79,154468
149,79,155478
150,79,156484
151,79,157487
152,79,158493
153,79,159501
154,79,160509
155,79,161510
156,79,162515
157,79,163516
158,79,164524
159,79,165527
160,79,166531
161,79,167531
162,79,168542
163,79,169545
164,79,170552
165,79,171556
166,79,172560
167,79,173563
168,79,174571
169,79,175573
170,79,176575
171,79,177586
172,79,178595
173,79,179603
174,79,180613
175,79,181617
176,79,182626
177,79,183631
178,79,184642
179,79,185649
180,81,186652
181,81,187661
182,81,188667
183,81,189668
184,81,190673
185,81,191684
186,81,192692
187,81,193699
188,81,194699
189,81,195703
190,81,196713
191,81,197724
192,81,198730
193,81,199739
