,sr,miu,irstp_consumption,irstp_damage,Utility 2105,Disutility 2105,Intratemporal consumption Gini 2105,Intratemporal damage Gini 2105,Temperature overshoot 2105
1808,0.12898314856214937,2225.4863964693386,0.0017947034975376915,0.0036079077980020312,10947.607904537454,59.79750607599569,0.2829995740074119,0.543547172042779,7.0
1809,0.17179305916298265,2122.2723391268187,0.008480073935450586,0.013038490838385156,11011.122427427255,56.921413918995896,0.2845693672081771,0.5474638056661324,7.0
1810,0.13099867082272945,2097.643405481051,0.014039271328024999,0.009193093591872287,10915.80271613292,52.33502027167222,0.283288700817577,0.5515130457041354,7.0
1811,0.11789529139571063,2109.8635303246947,0.0066022849284734075,0.013301684452795243,10904.89763364356,53.42757509688751,0.2825711499986724,0.5488206408706685,7.0
1812,0.15566770336245886,2087.076539881318,0.010525939429957925,0.0021078499919089033,10959.633099513685,51.36340747441512,0.2842087251585595,0.5552563122145296,7.0
1813,0.1924026527107391,2118.9631318425995,0.004736834099921381,0.0019389979696457487,11029.558347459035,57.379237548037594,0.2852018383290935,0.5477673481509873,7.0
1814,0.1117371769773674,2104.0432559110045,0.007669086200718313,0.002304635222649087,10881.555427093586,52.454229028885045,0.2823332273112673,0.5498693805587874,7.0
1815,0.10649075105704081,2266.4361438593965,0.0020916774388292075,0.013034694413663225,10890.697962287424,59.35834644916818,0.2819703396862353,0.5429896731174585,7.0
1816,0.1354156135145301,2104.2741451246848,0.005493664987912758,0.011409974795883862,10936.483292190835,53.470167647832,0.2833854683554922,0.5499320267704406,7.0
1817,0.1608842377538371,2068.5997745035224,0.0063039746973318645,0.01354808075688731,10991.0653031947,47.25912642526305,0.2840439029043301,0.5631294916297453,7.0
1818,0.18001648433244832,2188.4357088253805,0.006758011895256503,0.010258203142998606,11027.51444782183,61.13606457782725,0.28481933584567215,0.5442886472099414,7.0
1819,0.1868175998226259,2133.063455230044,0.008696562281121999,0.0014029363853988184,11031.586400255956,58.42357816069629,0.28499659925604914,0.5465617393660049,7.0
1820,0.24056664522024326,2091.7594375505405,0.008525326136485302,0.008887685604519874,11021.867806293787,54.99781583720769,0.28658965226569955,0.5540436928553755,7.0
1821,0.20564271235387752,2086.880043983385,0.002378019432063278,0.0032490920659744276,11013.071005148735,52.93243751711037,0.2857097244776565,0.5557489646341657,7.0
1822,0.1426107684803236,2145.6694445695757,0.008152140248958176,0.0022375453271294868,10974.518139875197,57.58970308931853,0.28352365710584676,0.5460955874840416,7.0
1823,0.15661132999813254,2088.642889524682,0.011084809541140762,0.007786177561082438,10960.215849148248,51.713692339403416,0.2842553146045104,0.5546347688314849,7.0
1824,0.11255835602018736,2266.8841625153445,0.0020745565567143296,0.007457564322869893,10906.589398060398,59.688357850648785,0.2822768888917532,0.5429637454098116,7.0
1825,0.12373679959778015,2256.65872035457,0.012391699918205955,0.00496384298658309,10933.938918819884,60.112444081395836,0.2827943856112685,0.5430624698761659,7.0
1826,0.17530045520593923,2084.981761751714,0.013341695970468775,0.01441178862351285,10987.3815917225,51.560676486544644,0.284834325511833,0.5563427120904184,7.0
