,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,emdd,Utility 2105,Temperature overshoot 2105
0,257,2,8621.16455672336,5,0,1,2,1,0.2860917108811939,2477.375193941546,7.0
