,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,emdd,Utility 2105,Intratemporal consumption Gini 2105,Temperature overshoot 2105
0,927,2,11250.508442694425,2,0,1,1,1,0.1064609999777184,11004.22078285222,0.28712441931908006,7.0
