,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,emdd,Utility 2105,Temperature overshoot 2105
0,400,0,11247.733431689961,1,2,1,1,0,0.39192574653486945,2547.6302208592315,0.0
