,sr,miu,irstp_consumption,irstp_damage,Utility 2105,Lowest income per capita 2105,Temperature overshoot 2105
0,927,2,8632.801448822776,2,11004.22078285222,2.586691677228515,7.0
1,257,2,7441.135912875476,2,10999.4800795561,6.354829577575903,7.0
