,epsilon_progress,nfe
0,0,0
1,12,100
2,90,1177
3,294,2261
4,470,3343
5,596,4421
6,681,5496
7,769,6583
8,844,7669
9,916,8745
10,985,9826
11,1018,10874
12,1118,12064
13,1229,13255
14,1290,14442
15,1341,15631
16,1374,16824
17,1409,18008
18,1441,19195
19,1470,20379
20,1501,21573
21,1532,22753
22,1561,23945
23,1583,25124
24,1604,26310
25,1629,27489
26,1647,28672
27,1668,29853
28,1685,31037
29,1707,32230
30,1720,33421
31,1734,34616
32,1752,35805
33,1770,36983
34,1790,38157
35,1807,39350
36,1826,40536
37,1840,41720
38,1857,42917
39,1868,44106
40,1880,45294
41,1890,46475
42,1903,47663
43,1909,48854
44,1920,50048
45,1930,51232
46,1943,52412
47,1952,53591
48,1962,54775
49,1976,55966
50,1987,57150
51,2003,58337
52,2018,59528
53,2028,60711
54,2039,61888
55,2058,63073
56,2066,64261
57,2073,65439
58,2082,66630
59,2094,67813
60,2101,68994
61,2105,70214
62,2158,71842
63,2220,73469
64,2278,75091
65,2323,76713
66,2346,78344
67,2365,79971
68,2384,81600
69,2402,83235
70,2417,84866
71,2429,86486
72,2439,88108
73,2453,89723
74,2463,91358
75,2475,92997
76,2477,94634
77,2487,96263
78,2495,97897
79,2504,99527
80,2511,101158
81,2520,102792
82,2527,104421
83,2538,106052
84,2541,107686
85,2548,109321
86,2554,110952
87,2562,112600
88,2566,114231
89,2573,115864
90,2579,117509
91,2591,119152
92,2601,120782
93,2613,122407
94,2622,124037
95,2633,125658
96,2645,127297
97,2651,128918
98,2657,130555
99,2660,132189
100,2668,133824
101,2673,135453
102,2677,137095
103,2679,138733
104,2682,140369
105,2688,141997
106,2692,143615
107,2693,145248
108,2695,146876
109,2701,148512
110,2704,150136
111,2707,151756
112,2712,153393
113,2714,155017
114,2716,156639
115,2717,158267
116,2720,159903
117,2725,161537
118,2734,163163
119,2741,164791
120,2742,166420
121,2744,168055
122,2748,169687
123,2751,171316
124,2753,172944
125,2757,174578
126,2759,176214
127,2762,177846
128,2766,179475
129,2768,181106
130,2769,182729
131,2769,184360
132,2772,185990
133,2772,187627
134,2776,189262
135,2777,190886
136,2780,192521
137,2786,194150
138,2788,195783
139,2789,197412
140,2792,199034
141,2793,200663
