,sr,miu,irstp_consumption,irstp_damage,Utility 2105,Lowest income per capita 2105,Temperature overshoot 2105
0,983,2,13619.887413104148,1,11020.055830374931,4.828022997305014,7.0
1,190,1,5265.76624754125,1,11044.22239564813,2.696426835844817,7.0
