,epsilon_progress,nfe
0,0,0
1,31,100
2,208,1174
3,282,2256
4,347,3342
5,388,4419
6,431,5503
7,469,6590
8,497,7669
9,522,8748
10,542,9823
11,553,10857
12,579,11979
13,591,13098
14,605,14213
15,617,15331
16,619,16458
17,631,17572
18,639,18696
19,645,19815
20,658,20945
21,669,22075
22,675,23197
23,678,24314
24,681,25442
25,686,26571
26,692,27688
27,698,28810
28,711,29936
29,717,31047
30,723,32172
31,727,33300
32,734,34421
33,738,35536
34,738,36666
35,744,37790
36,747,38922
37,751,40045
38,754,41176
39,762,42308
40,769,43436
41,775,44560
42,781,45688
43,789,46815
44,790,47938
45,792,49059
46,794,50185
47,795,51303
48,799,52428
49,803,53555
50,805,54684
51,807,55805
52,811,56928
53,812,58052
54,815,59169
55,816,60284
56,820,61402
57,821,62523
58,824,63637
59,829,64762
60,831,65886
61,833,67004
62,835,68127
63,837,69251
64,843,70381
65,847,71504
66,850,72633
67,853,73747
68,857,74877
69,860,75997
70,861,77121
71,862,78250
72,862,79370
73,864,80488
74,866,81614
75,868,82741
76,868,83864
77,868,84991
78,869,86113
79,871,87231
80,874,88354
81,876,89466
82,882,90593
83,884,91715
84,886,92835
85,888,93951
86,888,95074
87,888,96203
88,889,97340
89,890,98464
90,890,99595
91,893,100716
92,893,101833
93,893,102957
94,893,104075
95,895,105200
96,897,106326
97,898,107442
98,900,108568
99,901,109690
100,903,110809
101,903,111942
102,905,113068
103,907,114190
104,908,115309
105,908,116431
106,909,117544
107,909,118672
108,909,119803
109,909,120928
110,912,122060
111,914,123179
112,915,124303
113,915,125428
114,915,126541
115,916,127655
116,916,128775
117,919,129896
118,921,131017
119,921,132140
120,922,133264
121,924,134382
122,926,135509
123,929,136637
124,930,137770
125,931,138894
126,931,140020
127,932,141146
128,934,142273
129,935,143401
130,937,144525
131,937,145654
132,938,146771
133,938,147898
134,939,149015
135,940,150137
136,941,151260
137,941,152379
138,941,153505
139,941,154630
140,941,155759
141,942,156882
142,942,158004
143,942,159125
144,942,160256
145,943,161378
146,945,162502
147,945,163628
148,947,164747
149,948,165868
150,948,166984
151,948,168108
152,948,169234
153,948,170355
154,949,171482
155,950,172606
156,952,173728
157,952,174849
158,952,175976
159,952,177096
160,952,178221
161,953,179356
162,954,180481
163,954,181600
164,954,182733
165,954,183854
166,955,184974
167,955,186101
168,955,187234
169,955,188360
170,957,189480
171,957,190617
172,957,191732
173,959,192855
174,959,193979
175,961,195105
176,963,196229
177,964,197366
178,965,198480
179,965,199602
