,sr,miu,irstp_consumption,irstp_damage,Utility 2105,Disutility 2105,Intratemporal consumption Gini 2105,Intratemporal damage Gini 2105,Temperature overshoot 2105
258,0.19832954359940946,2151.027330394787,0.0017710446877599324,0.005327895031904797,11139.577808717828,32.36615009214392,0.2841795527156067,0.552864854339417,6.0
259,0.17690471593174784,2148.747853851936,0.009376455381515155,0.009561080962927812,11120.828219167797,31.30357976828696,0.28355056267181067,0.5530887382436285,6.0
260,0.18813421294176383,2125.297974495901,0.0017495509941881737,0.0013755513322963077,11132.272347324584,30.401574367879558,0.2838559605175738,0.5553616610868064,6.0
261,0.14811536153882043,2098.123675874666,0.002588154755244984,0.0024742127012592346,11077.569391139026,26.08696517551041,0.2825099193704391,0.5590630011768183,6.0
262,0.1331074135053529,2185.3584248251836,0.0010315464083040773,0.011263063878713033,11051.980888359984,30.54558136307873,0.28202434363665596,0.5512678723655501,6.0
263,0.24318996854882624,2077.0732325666713,0.006275160719598502,0.0019225211710362973,11164.210655458775,26.073430284134858,0.28500827522059,0.5652070581361173,6.0
264,0.1295316051198881,2165.198018637,0.004170348861361595,0.003693646401879667,11046.115477483534,29.73350166596312,0.2818484467409387,0.5521127931818031,6.0
265,0.13755132982194135,2148.0799837124914,0.002113473306626066,0.008322028424120718,11063.060940115516,29.44232486553825,0.28215941448788795,0.5532319952529148,6.0
266,0.1817252100227537,2210.174264610909,0.0029363949593690293,0.0024691660965741385,11121.056921150323,33.59582817186746,0.2837763771089173,0.5503838384292405,6.0
267,0.17191406034907974,2069.7397838016277,0.008563578486982571,0.007424594533220928,11127.743825841244,22.851675743656145,0.28306013570345445,0.5680485501598782,6.0
268,0.18907385131881194,2227.812360335692,0.006139443305215826,0.009574878962687942,11126.38570879374,34.33202991677086,0.2840123333218619,0.5499891563388509,6.0
269,0.11088455302359254,2101.9382553105315,0.0072822892464231796,0.010007852875865808,11000.057129900513,24.950626509234464,0.2809114532872178,0.5581529951760553,6.0
270,0.12891516704067058,2140.4290556285478,0.0017942402059819885,0.013225175297638623,11046.017412089173,28.66199314347359,0.2817902472129632,0.5538843713076833,6.0
271,0.21150286066934643,2099.2853284740554,0.0020930861885712524,0.01162013048562664,11145.14490376131,28.598604591398686,0.28445030518222997,0.5587974058455982,6.0
272,0.1391411931781646,2160.264381000894,0.01423494055371664,0.01181136116511904,11065.38034743894,30.02857523122287,0.28223912809014523,0.5523740749876634,6.0
273,0.1914019910205564,2291.7975240283695,0.011433525173843558,0.012316781351666969,11122.693840867856,35.654542111603845,0.2841608895143641,0.5493917374155008,6.0
274,0.18096821597658297,2098.3280332308923,0.008000057268772627,0.002505206366304779,11121.66049775682,27.367941332817956,0.28360701989790055,0.5590292566263527,6.0
275,0.12622740177639308,2179.3674933031007,0.003398381817344103,0.011874980371415128,11038.091880097178,30.021190729942607,0.28172262315139024,0.5514905420752572,6.0
276,0.1354582581503859,2190.134344585621,0.0017209234172175778,0.013225175297638623,11056.248818766762,30.7953382453174,0.28212713621030516,0.5511169915751052,6.0
277,0.2069416698842162,2143.381652799063,0.005835521866389883,0.012413329258475787,11145.416705649066,32.34037157788731,0.28439968099372,0.5534631476308044,6.0
278,0.207870354184033,2151.355182826385,0.014406532782439306,0.008008588737990657,11145.449703183524,32.79754922746341,0.28443576405271265,0.5528183352982593,6.0
279,0.130818453086269,2110.6503067873323,0.001802783439721602,0.0017541489124355465,11049.363703717365,26.598556321830596,0.28181834740659534,0.5564581628881146,6.0
280,0.21689016089893634,2193.086941755845,0.007097217700265808,0.01215735914528344,11146.214723888319,34.793498631030815,0.28472376412024114,0.5506586975678269,6.0
281,0.2328102171788732,2116.352570495571,0.006922434152238883,0.00733407383526429,11154.71770571702,31.452583075172793,0.2849988461188806,0.5565422324440528,6.0
282,0.22976920940721335,2151.355182826385,0.014406532782439306,0.012050210886642909,11153.563739474019,33.73076959135586,0.2849779955549088,0.5527694639324574,6.0
283,0.2052124162847091,2160.410952525724,0.009832589978922012,0.00789967759410208,11143.302740611984,33.100268067999444,0.284378967543014,0.5521928966801976,6.0
