,epsilon_progress,nfe
0,0,0
1,27,100
2,198,1181
3,283,2256
4,330,3333
5,361,4416
6,383,5495
7,393,6576
8,407,7665
9,422,8751
10,432,9823
11,462,10933
12,484,12095
13,502,13256
14,512,14414
15,523,15574
16,531,16738
17,537,17902
18,547,19066
19,558,20232
20,560,21400
21,565,22575
22,568,23736
23,570,24891
24,573,26049
25,579,27207
26,584,28373
27,589,29532
28,592,30690
29,595,31856
30,597,33027
31,599,34190
32,603,35354
33,604,36516
34,606,37675
35,609,38844
36,611,40016
37,615,41180
38,618,42341
39,619,43506
40,620,44672
41,621,45840
42,621,47004
43,621,48160
44,623,49321
45,625,50486
46,626,51651
47,627,52829
48,629,53984
49,630,55143
50,631,56298
51,631,57465
52,631,58629
53,632,59787
54,632,60943
55,634,62099
56,636,63259
57,636,64422
58,637,65593
59,638,66759
60,638,67920
61,639,69084
62,639,70254
63,639,71421
64,639,72587
65,641,73757
66,641,74926
67,643,76094
68,643,77256
69,644,78423
70,644,79586
71,645,80753
72,646,81915
73,648,83087
74,650,84256
75,653,85419
76,657,86577
77,658,87751
78,658,88913
79,658,90067
80,658,91225
81,658,92394
82,660,93549
83,660,94711
84,660,95880
85,661,97042
86,663,98211
87,663,99381
88,664,100550
89,665,101720
90,666,102886
91,666,104044
92,667,105205
93,667,106372
94,668,107533
95,668,108699
96,670,109869
97,670,111035
98,670,112199
99,671,113370
100,672,114533
101,674,115694
102,675,116852
103,675,118017
104,676,119184
105,676,120356
106,678,121517
107,678,122693
108,678,123853
109,678,125015
110,678,126175
111,678,127342
112,679,128508
113,680,129668
114,680,130832
115,680,131995
116,680,133162
117,680,134330
118,680,135487
119,681,136644
120,681,137814
121,681,138980
122,681,140149
123,683,141306
124,683,142476
125,683,143646
126,684,144813
127,684,145983
128,685,147154
129,685,148314
130,685,149484
131,685,150634
132,685,151799
133,685,152968
134,685,154126
135,685,155297
136,685,156467
137,685,157638
138,685,158804
139,685,159966
140,685,161122
141,685,162283
142,685,163456
143,685,164617
144,686,165793
145,686,166953
146,686,168119
147,686,169288
148,686,170455
149,686,171619
150,686,172783
151,686,173946
152,686,175117
153,686,176275
154,686,177441
155,686,178607
156,686,179776
157,687,180943
158,689,182110
159,689,183267
160,690,184430
161,690,185595
162,693,186754
163,693,187916
164,693,189073
165,693,190234
166,693,191408
167,693,192575
168,693,193750
169,694,194919
170,694,196084
171,694,197244
172,694,198408
173,694,199569
