,sr,miu,irstp_consumption,irstp_damage,Utility 2105,Lowest income per capita 2105,Temperature overshoot 2105
0,983,2,13619.887413104148,1,11020.055830374931,4.828022997305014,7.0
1,190,1,13269.534704981652,2,11032.259067198866,2.68292590843863,7.0
