,epsilon_progress,nfe
0,0,0
1,12,100
2,91,1176
3,413,2243
4,793,3323
5,1081,4397
6,1337,5475
7,1522,6562
8,1647,7637
9,1767,8714
10,1888,9802
11,1888,10948
12,1996,12430
13,2126,13931
14,2279,15429
15,2403,16932
16,2516,18434
17,2602,19933
18,2658,21440
19,2732,22919
20,2778,24419
21,2830,25907
22,2877,27406
23,2916,28900
24,2966,30400
25,2996,31897
26,3029,33395
27,3061,34893
28,3085,36398
29,3115,37901
30,3150,39390
31,3168,40888
32,3196,42392
33,3221,43900
34,3243,45402
35,3260,46900
36,3283,48406
37,3306,49898
38,3330,51388
39,3353,52881
40,3374,54380
41,3394,55882
42,3414,57375
43,3431,58869
44,3451,60362
45,3471,61865
46,3488,63359
47,3512,64861
48,3532,66355
49,3545,67849
50,3563,69347
51,3580,70846
52,3589,72336
53,3597,73833
54,3605,75319
55,3615,76818
56,3628,78308
57,3645,79785
58,3659,81284
59,3668,82779
60,3682,84269
61,3697,85763
62,3707,87262
63,3720,88760
64,3730,90263
65,3743,91768
66,3751,93268
67,3765,94767
68,3781,96269
69,3786,97759
70,3799,99241
71,3810,100730
72,3819,102226
73,3827,103717
74,3837,105213
75,3850,106714
76,3863,108211
77,3875,109714
78,3886,111204
79,3895,112703
80,3903,114204
81,3909,115702
82,3914,117206
83,3921,118707
84,3927,120202
85,3935,121702
86,3946,123197
87,3952,124700
88,3960,126205
89,3963,127700
90,3968,129190
91,3970,130689
92,3979,132190
93,3985,133696
94,3992,135199
95,3996,136694
96,3999,138195
97,4002,139687
98,4007,141191
99,4014,142690
100,4018,144190
101,4028,145681
102,4035,147183
103,4038,148681
104,4047,150185
105,4050,151681
106,4054,153176
107,4063,154665
108,4069,156153
109,4073,157649
110,4078,159147
111,4085,160647
112,4093,162139
113,4100,163642
114,4107,165141
115,4112,166631
116,4117,168129
117,4122,169621
118,4129,171115
119,4131,172613
120,4135,174112
121,4137,175622
122,4138,177114
123,4142,178607
124,4145,180113
125,4145,181605
126,4147,183111
127,4150,184617
128,4154,186109
129,4158,187592
130,4167,189095
131,4172,190602
132,4175,192102
133,4182,193596
134,4188,195089
135,4193,196598
136,4197,198105
137,4198,199610
138,4202,201107
