,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,emdd,Utility 2105,Intratemporal consumption Gini 2105,Temperature overshoot 2105
0,802,2,7790.857276184575,5,1,1,0,0,0.07576913962789851,10997.244070854646,0.28719737625663616,7.0
