,epsilon_progress,nfe
0,0,0
1,24,100
2,158,1180
3,272,2251
4,337,3326
5,372,4407
6,398,5476
7,413,6552
8,430,7626
9,450,8706
10,463,9788
11,493,10880
12,498,11999
13,505,13120
14,512,14250
15,514,15382
16,523,16510
17,532,17643
18,539,18781
19,543,19912
20,545,21036
21,550,22166
22,553,23293
23,555,24421
24,558,25550
25,558,26684
26,566,27822
27,573,28957
28,575,30084
29,577,31210
30,578,32337
31,579,33465
32,580,34592
33,583,35722
34,584,36853
35,586,37988
36,589,39116
37,590,40253
38,592,41389
39,593,42526
40,597,43655
41,598,44784
42,598,45916
43,598,47041
44,598,48169
45,600,49303
46,600,50428
47,601,51561
48,601,52688
49,601,53820
50,601,54950
51,604,56085
52,606,57211
53,606,58343
54,607,59480
55,607,60614
56,607,61738
57,607,62869
58,608,63998
59,608,65117
60,609,66249
61,609,67384
62,610,68512
63,611,69647
64,611,70772
65,611,71899
66,612,73028
67,613,74159
68,616,75294
69,616,76417
70,616,77544
71,617,78666
72,617,79796
73,617,80926
74,618,82057
75,618,83185
76,618,84321
77,619,85457
78,620,86586
79,620,87714
80,620,88841
81,620,89971
82,624,91104
83,626,92234
84,626,93355
85,628,94475
86,630,95602
87,631,96727
88,631,97854
89,632,98974
90,633,100110
91,636,101235
92,636,102360
93,637,103481
94,638,104612
95,639,105740
96,640,106872
97,640,107998
98,640,109119
99,640,110231
100,641,111369
101,642,112502
102,642,113635
103,642,114772
104,646,115903
105,646,117032
106,646,118168
107,647,119287
108,649,120413
109,649,121544
110,650,122674
111,650,123791
112,650,124926
113,651,126055
114,651,127185
115,652,128321
116,652,129453
117,652,130590
118,653,131713
119,654,132854
120,655,133988
121,656,135120
122,657,136247
123,657,137369
124,657,138498
125,657,139636
126,659,140770
127,660,141898
128,660,143034
129,661,144159
130,661,145290
131,661,146424
132,661,147554
133,663,148692
134,663,149825
135,663,150947
136,664,152081
137,665,153213
138,667,154339
139,667,155466
140,667,156597
141,667,157731
142,667,158860
143,667,159994
144,667,161123
145,667,162252
146,667,163369
147,669,164492
148,670,165613
149,671,166748
150,673,167876
151,673,169005
152,674,170137
153,674,171264
154,675,172397
155,675,173527
156,677,174653
157,677,175779
158,678,176895
159,678,178026
160,679,179159
161,680,180287
162,680,181427
163,680,182553
164,680,183684
165,680,184817
166,680,185949
167,680,187079
168,680,188207
169,680,189334
170,680,190455
171,680,191589
172,680,192717
173,680,193851
174,680,194988
175,680,196117
176,680,197240
177,680,198328
178,696,199457
