,sr,miu,irstp,Total Aggregated Utility,Utility 2035,Utility 2055,Utility 2075
0,0.15689009941255394,2255.331312520357,0.0010000010472446844,17803.11412482746,3435.643119382936,6047.991116861646,8005.11311243023
1,0.11526659197318359,2214.080150994933,0.0010000099496047824,17693.706890849637,3465.041413950967,6055.131390936362,7985.078967368844
2,0.16873009261860655,2153.3221032158644,0.0010000000066642308,17856.31421510781,3425.1849890633994,6041.456517503233,8005.423143050527
3,0.13490056181990387,2174.7866945238584,0.0010000000396834467,17770.70009653827,3450.4919164147004,6050.9567298620705,7995.058130200497
4,0.12261732142878656,2272.569841133495,0.001000000001940515,17707.474379486062,3460.4318420088557,6055.073359483439,7990.069649942368
5,0.12785442327376312,2156.5227290336165,0.0010000000002562011,17755.778609183402,3455.019684592476,6051.140314945718,7990.381526837289
6,0.14871820444570324,2158.8311297464616,0.0010000000004375972,17812.715887295824,3440.1016896209353,6047.205813581677,8000.022293586592
7,0.19405152401778386,2131.796696520387,0.0010000000000005553,17900.635780835913,3405.108925720714,6030.603293980304,8006.016288963119
8,0.10108302736127762,2226.507155698959,0.0010000000000000616,17631.061635109345,3475.000504084366,6056.601041283404,7975.1404310225
9,0.18415507939223427,2227.846965725024,0.0010001309301609538,17855.82286753152,3415.006828986677,6039.109641815254,8010.282307532804
10,0.10836590163297094,2232.124247189423,0.001000000000002011,17662.197307050763,3470.0452976757415,6056.169932187154,7980.6233562577145
11,0.11356869537036463,2156.031746295997,0.001000000000000009,17706.491961717686,3465.044992966658,6052.992758192853,7981.731024477369
12,0.18084081448284156,2257.8626897616214,0.0010000039242154478,17844.514658365624,3417.8075883849256,6040.740695504895,8010.1836902792675
13,0.14331499893984606,2238.4317638331486,0.001000000000000217,17776.172138131366,3445.388950041854,6050.998835710423,8000.17614569618
