,sr,miu,irstp,Total Aggregated Utility,Utility 2035,Utility 2055,Utility 2075
0,0.13634946214575427,2207.358169439762,0.0010000797723145574,17764.45568560528,3450.032198850723,6051.771367858557,7996.679182604769
1,0.11526659197318359,2224.2044577611973,0.0010000098240934413,17691.44397457576,3465.1636840689844,6055.340087801181,7985.221535129707
2,0.18317300754366353,2236.1523583094104,0.0010000888087278988,17852.546202011945,3415.8424533562616,6039.609443084058,8010.2797253706185
3,0.10755624717752608,2189.0766271606267,0.0010000484241263663,17669.59187557758,3470.009195359598,6055.174152527418,7979.211750496515
4,0.12092752849600341,2178.3569880850105,0.0010000175748697102,17724.653954551897,3460.479020116462,6053.32371764235,7987.65583768372
5,0.16272249489941365,2206.65840269951,0.0010000608485330408,17826.90203273326,3430.815753561151,6045.5321718688265,8006.22084639754
6,0.11322358851267708,2155.6703106323903,0.0010000036779302186,17705.18164693086,3465.273406138178,6053.002922730982,7981.470585939336
7,0.19248657605229708,2122.8998644703183,0.00100003622739258,17900.204237954655,3405.780970559677,6029.927214725354,8004.309360321995
8,0.14486907907222885,2208.6712175778653,0.001000147627429275,17786.620415792862,3443.905975391025,6050.041436863973,8000.356645991816
9,0.12790937626413026,2162.5218884973733,0.0010000007774186,17753.81471510242,3455.1597279861317,6051.512590149258,7990.827641968654
10,0.19608963272680113,2144.8199969725597,0.0010000000955853142,17900.55777449757,3404.141384718546,6031.18638419748,8007.737565839552
11,0.1004227195549181,2194.664672486481,0.0010000690526839329,17635.21182967968,3475.0125903892094,6055.850704897283,7973.998711772496
12,0.16722148824908925,2161.931032457128,0.0010000028461130735,17850.069968421056,3426.575706967178,6042.479773646834,8005.711112486203
13,0.14941044778852888,2186.5298953365336,0.0010002070941531667,17803.598362600074,3440.2421131542487,6048.3283001842265,8001.508460672255
