,sr,miu,irstp,Total Aggregated Utility,Utility 2035,Utility 2055,Utility 2075
0,0.11322358851267708,2155.6703106323903,0.0010000036779302186,17705.18164693086,3465.273406138178,6053.002922730982,7981.470585939336
1,0.15689009941255394,2255.331312520357,0.0010000010472446844,17803.11412482746,3435.643119382936,6047.991116861646,8005.11311243023
2,0.10798046919699938,2269.5869019664133,0.0010000000174357297,17652.60041201263,3470.6270349261695,6056.688518319964,7980.5726010020935
3,0.10123879548479917,2243.747472055931,0.001000000705049239,17628.308503298944,3475.0652396194373,6056.869695356226,7975.421818695101
4,0.19309877417376378,2127.3499048198923,0.0010000000082217321,17900.287946782097,3405.5918598688345,6030.3780207114205,8005.230354751878
5,0.11526659197318359,2214.080150994933,0.0010000099496047824,17693.706890849637,3465.041413950967,6055.131390936362,7985.078967368844
6,0.16873009261860655,2153.3221032158644,0.0010000000066642308,17856.31421510781,3425.1849890633994,6041.456517503233,8005.423143050527
7,0.14371424899787721,2290.03207064386,0.00100000003152188,17766.31779371008,3445.4814518949256,6051.472063462382,8000.52430870506
8,0.148532377168461,2163.5811770896876,0.0010000000027511288,17810.15836574498,3440.374622313396,6047.539391336253,8000.26475352329
9,0.18405507742383584,2236.1523583094104,0.0010000888087278988,17853.768782457384,3415.1732528342363,6039.2966413260465,8010.369779904929
10,0.12785495097662478,2157.257685756504,0.0010000007497219935,17755.166901724067,3455.0422560021957,6051.1895184737305,7990.436389280487
11,0.13490056181990387,2174.7866945238584,0.0010000000396834467,17770.70009653827,3450.4919164147004,6050.9567298620705,7995.058130200497
12,0.12261732142878656,2272.569841133495,0.001000000001940515,17707.474379486062,3460.4318420088557,6055.073359483439,7990.069649942368
13,0.18261626211430085,2292.795823624127,0.0010000000015119425,17840.14266883428,3416.693777015812,6040.443719855086,8010.450541894716
