,epsilon_progress,nfe
0,0,0
1,12,100
2,90,1174
3,383,2245
4,628,3325
5,835,4403
6,1016,5480
7,1189,6555
8,1346,7629
9,1474,8709
10,1609,9795
11,1609,11131
12,1747,12876
13,1943,14630
14,2182,16378
15,2420,18126
16,2641,19878
17,2793,21627
18,2925,23370
19,3045,25119
20,3182,26856
21,3301,28601
22,3400,30341
23,3494,32086
24,3599,33822
25,3706,35565
26,3801,37316
27,3894,39067
28,4006,40819
29,4101,42575
30,4221,44314
31,4324,46076
32,4428,47823
33,4516,49564
34,4580,51310
35,4664,53061
36,4743,54812
37,4818,56556
38,4886,58308
39,4953,60059
40,5022,61800
41,5099,63541
42,5166,65285
43,5229,67026
44,5298,68764
45,5365,70501
46,5420,72245
47,5479,73989
48,5541,75726
49,5608,77464
50,5661,79208
51,5717,80959
52,5761,82705
53,5816,84450
54,5866,86196
55,5908,87943
56,5944,89685
57,5985,91435
58,6023,93193
59,6059,94931
60,6090,96667
61,6154,98420
62,6194,100149
63,6240,101900
64,6301,103647
65,6355,105395
66,6413,107150
67,6451,108891
68,6499,110629
69,6536,112376
70,6572,114110
71,6609,115848
72,6637,117596
73,6663,119347
74,6686,121090
75,6721,122828
76,6752,124575
77,6770,126316
78,6799,128052
79,6831,129805
80,6850,131557
81,6876,133308
82,6906,135047
83,6931,136793
84,6948,138528
85,6974,140266
86,7002,142017
87,7018,143772
88,7051,145517
89,7073,147256
90,7097,149006
91,7119,150767
92,7152,152514
93,7175,154258
94,7198,155994
95,7216,157722
96,7236,159479
97,7258,161225
98,7276,162968
99,7302,164718
100,7329,166458
101,7344,168202
102,7371,169943
103,7387,171695
104,7411,173449
105,7427,175195
106,7442,176941
107,7459,178683
108,7479,180429
109,7496,182175
110,7510,183917
111,7528,185670
112,7528,188844
113,7648,193000
114,7811,197150
115,7982,201305
