,sr,miu,irstp_consumption,irstp_damage,Utility 2105,Disutility 2105,Distance to consumption threshold 2105,Population below consumption threshold 2105,Distance to damage threshold 2105,Population above damage threshold 2105,Temperature overshoot 2105
1071,0.10692071773157286,2065.000000818658,0.0010000000000383185,0.011031626795445235,9877.658241353858,15.154918122054873,0.07239684360515958,372.6198936204345,0.38238964430918454,1863.0994681021725,6.0
1072,0.1278013074045629,2065.000000042249,0.0010000000221466157,0.00783926813761327,9925.221704744756,15.729950698639522,0.08538133216761795,372.6198936204345,0.41639160823633725,3056.9834025114515,6.0
1073,0.1511030239461986,2065.0000664447557,0.0010000002620150657,0.005589732833129299,9966.266702690957,16.339905983105133,0.09894302307243219,372.6198936204345,0.4551712833686934,3056.9834025114515,6.0
1074,0.23802036431370274,2065.0000001950098,0.0010000000079775152,0.0038283604321242733,10033.7928500124,18.384421986690715,0.14678536554846328,372.6198936204345,0.6072772178638148,3056.9834025114515,6.0
1075,0.15491619937352016,2065.0000001923236,0.0010000000010204123,0.004236326363006855,9971.907308896896,16.43682096803743,0.10109813311230431,372.6198936204345,0.4615982413934674,3056.9834025114515,6.0
1076,0.11968431735900717,2065.000000158481,0.0010000000110796559,0.007557882176209574,9908.040445342293,15.509835005596806,0.08044931964268454,372.6198936204345,0.40308926547366364,3056.9834025114515,6.0
1077,0.15137808250616458,2065.000000001597,0.0010000000003261536,0.007540972103533257,9966.683496381549,16.34690798267059,0.09909865731862111,372.6198936204345,0.45563277950109815,3056.9834025114515,6.0
1078,0.2270210711326884,2065.000004597318,0.001000000000949807,0.001086091370988897,10031.515347014945,18.142546005773767,0.14069407828621966,372.6198936204345,0.5873976640220118,3056.9834025114515,6.0
1079,0.12384582260169238,2065.0000010565873,0.001000000000471857,0.009345710629246431,9917.047872571151,15.62320928652911,0.08299418039929785,372.6198936204345,0.40989588734345717,3056.9834025114515,6.0
1080,0.23714813823270353,2065.0000034416253,0.0010000000151294823,0.00633458740005237,10033.67079186762,18.365397240445127,0.14629996726168215,372.6198936204345,0.6056943813785343,3056.9834025114515,6.0
1081,0.15424830600381156,2065.000000098878,0.0010000000004639616,0.0026792523735265717,9970.94000789217,16.419898623693705,0.10072161777511429,372.6198936204345,0.4604706157794829,3056.9834025114515,6.0
1082,0.1534565700099219,2065.0000000121445,0.001000000001353139,0.006776194717164986,9969.782060932575,16.39980810477653,0.10027473973477707,372.6198936204345,0.45913481837716796,3056.9834025114515,6.0
1083,0.1189468392642954,2065.000003102402,0.0010000000004495146,0.008690716486050663,9906.39958651914,15.48962714280304,0.0799945518014476,372.6198936204345,0.4018860425661246,3056.9834025114515,6.0
1084,0.15739730305815697,2065.000002109709,0.0010000000017447246,0.013279765590828004,9975.42499090974,16.499480894710413,0.10249325839963802,372.6198936204345,0.4657933815888293,3056.9834025114515,6.0
1085,0.22629557801694666,2065.0000003149758,0.0010000000638614528,0.011627864884649444,10031.307944255399,18.126439526227138,0.14029436507213433,372.6198936204345,0.5860926060220903,3056.9834025114515,6.0
1086,0.10615226376131205,2065.000000005037,0.00100000000129022,0.0010975323006517325,9875.689861049937,15.133189058297964,0.07189861244719209,372.6198936204345,0.3811519146216459,1863.0994681021725,6.0
1087,0.13388523920299014,2065.000000221702,0.0010000000008985178,0.0095874197492805,9937.0823140057,15.892249156670324,0.08899851989874985,372.6198936204345,0.4264321836235352,3056.9834025114515,6.0
1088,0.17252651954985013,2065.0000004337726,0.0010000009203160961,0.010145369844380534,9994.387204526456,16.874846164037894,0.11089919145891247,372.6198936204345,0.49158367728552776,3056.9834025114515,6.0
1089,0.2376868660246168,2065.0000444197276,0.0010000000003659879,0.009323017071612911,10033.74731828173,18.377162970841898,0.14659997046591416,372.6198936204345,0.6066729694690169,3056.9834025114515,6.0
