,epsilon_progress,nfe
0,0,0
1,47,100
2,355,1167
3,601,2244
4,804,3322
5,1010,4395
6,1182,5474
7,1366,6556
8,1544,7626
9,1709,8705
10,1875,9780
11,3294,14772
12,4996,21304
13,6911,27820
14,8289,34340
15,9490,40849
16,10417,47385
17,11315,53902
18,12210,60400
19,13005,66906
20,13777,73412
21,14495,79921
22,15212,86461
23,15886,92997
24,16514,99504
25,17115,106005
26,17716,112519
27,18289,119056
28,18788,125569
29,19311,132099
30,19813,138639
31,20259,145152
32,20780,151687
33,21251,158201
34,21671,164760
35,22079,171268
36,22511,177779
37,22904,184323
38,23256,190841
39,23649,197362
40,23981,203877
