,t2xco2_index,t2xco2_dist,fosslim,scenario_pop_gdp,scenario_sigma,scenario_cback,scenario_elasticity_of_damages,scenario_limmiu,emdd,Utility 2105,Temperature overshoot 2105
0,709,0,7177.245333363699,0,2,1,0,0,0.3646761784944131,2551.1992774016485,0.0
