,epsilon_progress,nfe
0,0,0
1,13,100
2,97,1177
3,338,2251
4,573,3332
5,778,4403
6,969,5476
7,1147,6559
8,1305,7634
9,1451,8714
10,1580,9795
11,1580,11215
12,1735,13075
13,1921,14922
14,2175,16782
15,2398,18637
16,2608,20494
17,2734,22338
18,2885,24198
19,3013,26051
20,3110,27896
21,3237,29756
22,3339,31607
23,3452,33465
24,3557,35324
25,3656,37176
26,3745,39033
27,3845,40892
28,3935,42751
29,4007,44618
30,4089,46477
31,4156,48328
32,4237,50186
33,4301,52035
34,4374,53896
35,4435,55760
36,4499,57605
37,4576,59455
38,4652,61312
39,4719,63163
40,4781,65017
41,4841,66879
42,4894,68727
43,4948,70582
44,5023,72439
45,5090,74306
46,5157,76162
47,5219,78023
48,5291,79880
49,5363,81732
50,5439,83594
51,5501,85452
52,5563,87300
53,5640,89158
54,5707,91004
55,5764,92844
56,5830,94709
57,5888,96564
58,5943,98419
59,5987,100269
60,6025,102122
61,6077,103982
62,6124,105833
63,6169,107685
64,6201,109542
65,6231,111408
66,6258,113276
67,6298,115136
68,6335,117003
69,6365,118856
70,6401,120719
71,6435,122570
72,6461,124433
73,6496,126287
74,6534,128138
75,6567,129977
76,6595,131845
77,6617,133712
78,6645,135570
79,6669,137412
80,6696,139273
81,6732,141124
82,6760,142987
83,6788,144842
84,6808,146703
85,6839,148561
86,6859,150421
87,6888,152282
88,6909,154141
89,6929,155999
90,6956,157859
91,6988,159725
92,7011,161585
93,7031,163443
94,7050,165299
95,7081,167159
96,7109,169019
97,7139,170867
98,7162,172728
99,7181,174580
100,7207,176441
101,7229,178318
102,7252,180171
103,7266,182021
104,7281,183866
105,7297,185726
106,7314,187577
107,7330,189440
108,7343,191297
109,7362,193162
110,7375,195017
111,7399,196874
112,7399,200036
