,epsilon_progress,nfe
0,0,0
1,13,100
2,80,1185
3,398,2267
4,699,3349
5,979,4423
6,1245,5492
7,1443,6566
8,1616,7642
9,1743,8725
10,1856,9805
11,1856,11051
12,1973,12678
13,2139,14293
14,2321,15914
15,2469,17548
16,2565,19174
17,2656,20797
18,2728,22428
19,2799,24054
20,2848,25680
21,2894,27305
22,2939,28941
23,2980,30570
24,3019,32193
25,3068,33820
26,3106,35453
27,3148,37075
28,3188,38704
29,3216,40329
30,3238,41963
31,3262,43600
32,3289,45240
33,3319,46876
34,3341,48510
35,3364,50145
36,3383,51766
37,3414,53406
38,3441,55029
39,3459,56652
40,3477,58264
41,3503,59893
42,3519,61521
43,3535,63146
44,3557,64762
45,3576,66400
46,3588,68028
47,3606,69648
48,3619,71269
49,3632,72907
50,3648,74542
51,3661,76172
52,3674,77799
53,3687,79422
54,3694,81048
55,3711,82680
56,3728,84316
57,3744,85943
58,3759,87574
59,3771,89205
60,3787,90825
61,3803,92449
62,3822,94071
63,3837,95701
64,3844,97321
65,3858,98948
66,3866,100588
67,3876,102218
68,3881,103857
69,3894,105482
70,3901,107112
71,3910,108738
72,3921,110372
73,3925,112001
74,3936,113641
75,3944,115273
76,3952,116897
77,3960,118535
78,3970,120150
79,3976,121784
80,3982,123404
81,3989,125019
82,3992,126661
83,3995,128295
84,4000,129925
85,4014,131550
86,4022,133194
87,4031,134826
88,4040,136450
89,4047,138065
90,4057,139701
91,4068,141316
92,4077,142945
93,4086,144573
94,4090,146194
95,4099,147814
96,4114,149443
97,4115,151059
98,4122,152684
99,4132,154317
100,4140,155945
101,4148,157568
102,4156,159196
103,4164,160826
104,4176,162453
105,4184,164081
106,4192,165708
107,4195,167337
108,4200,168965
109,4209,170596
110,4213,172224
111,4221,173838
112,4228,175478
113,4233,177107
114,4237,178730
115,4242,180363
116,4248,181999
117,4254,183623
118,4261,185254
119,4268,186884
120,4274,188510
121,4281,190145
122,4289,191777
123,4293,193420
124,4294,195045
125,4301,196673
126,4305,198312
127,4307,199944
128,4312,201574
