,epsilon_progress,nfe
0,0,0
1,4,100
2,20,1174
3,37,2246
4,47,3323
5,59,4407
6,71,5478
7,83,6564
8,93,7642
9,100,8716
10,108,9800
11,114,10884
12,115,11966
13,115,13038
14,115,14117
15,115,15196
16,115,16281
17,115,17368
18,115,18439
19,115,19524
20,115,20601
21,115,21680
22,115,22762
23,115,23834
24,115,24913
25,115,25995
26,115,27066
27,115,28149
28,115,29234
29,115,30311
30,115,31393
31,115,32470
32,115,33549
33,115,34630
34,116,35700
35,116,36777
36,116,37854
37,116,38929
38,116,40013
39,116,41096
40,116,42171
41,116,43249
42,116,44328
43,116,45406
44,116,46485
45,116,47566
46,116,48645
47,116,49730
48,116,50802
49,116,51883
50,116,52955
51,116,54042
52,116,55115
53,116,56197
54,116,57280
55,116,58362
56,116,59436
57,116,60512
58,117,61585
59,117,62665
60,117,63737
61,117,64815
62,117,65895
63,117,66972
64,117,68042
65,117,69128
66,117,70210
67,117,71285
68,117,72358
69,117,73416
70,117,74498
71,117,75573
72,117,76648
73,117,77726
74,117,78801
75,117,79872
76,117,80943
77,117,82025
78,118,83104
79,121,84183
80,121,85257
81,122,86336
82,122,87406
83,122,88483
84,122,89565
85,122,90641
86,122,91720
87,122,92800
88,122,93878
89,122,94959
90,122,96039
91,122,97109
92,122,98114
93,122,99122
94,122,100125
95,122,101131
96,122,102136
97,122,103143
98,122,104147
99,122,105155
100,122,106158
101,122,107167
102,122,108172
103,122,109172
104,122,110172
105,122,111181
106,122,112183
107,122,113192
108,122,114200
109,122,115204
110,122,116206
111,122,117209
112,122,118213
113,122,119216
114,122,120223
115,122,121227
116,122,122231
117,122,123234
118,122,124236
119,122,125239
120,122,126245
121,122,127247
122,125,128256
123,128,129264
124,129,130267
125,129,131275
126,129,132281
127,129,133287
128,129,134294
129,129,135298
130,129,136299
131,129,137299
132,129,138308
133,129,139313
134,129,140322
135,129,141330
136,129,142336
137,129,143336
138,129,144338
139,129,145344
140,129,146353
141,129,147361
142,129,148363
143,129,149364
144,129,150368
145,129,151372
146,129,152379
147,129,153386
148,129,154391
149,129,155391
150,129,156392
151,129,157398
152,129,158401
153,130,159407
154,131,160409
155,131,161409
156,131,162409
157,131,163416
158,131,164421
159,131,165426
160,131,166426
161,131,167434
162,131,168439
163,131,169439
164,131,170448
165,131,171449
166,131,172450
167,131,173458
168,131,174465
169,131,175468
170,131,176468
171,131,177475
172,131,178481
173,131,179490
174,131,180494
175,132,181498
176,133,182502
177,133,183507
178,133,184511
179,134,185516
180,134,186518
181,134,187520
182,134,188520
183,134,189522
184,134,190530
185,134,191530
186,134,192537
187,134,193542
188,134,194550
189,134,195554
190,134,196559
191,134,197565
192,134,198565
193,134,199570
