,sr,miu,irstp_consumption,irstp_damage,Utility 2105,Intratemporal consumption Gini 2105,Temperature overshoot 2105
22,0.19337856514055934,2165.9882146376845,0.004435322693920547,0.010916992114388718,11039.856703779373,0.28519953809309506,7.0
23,0.1473393985323411,2167.4242191252283,0.001217944773952807,0.014450036269759006,10984.60165328112,0.28369978270205404,7.0
24,0.13708509886207798,2169.1885223088225,0.00784090831795444,0.009291251886000535,10966.290816597055,0.28329993676548554,7.0
25,0.11036425900327719,2171.8955902098674,0.001603811279558357,0.008182608566238928,10906.159861353597,0.28209995102352675,7.0
26,0.10074579124122644,2174.0951924240985,0.010804122268765485,0.007144631677016903,10879.600169343274,0.28159989741323244,7.0
27,0.12525226681260693,2172.3942620700127,0.006205089435994679,0.010610052455900451,10942.016983435758,0.28279996905416466,7.0
28,0.10641628762352656,2173.577622441866,0.006865296262356685,0.011245455447675995,10895.611763610661,0.28189995481458835,7.0
29,0.17336141463992494,2168.1836074708667,0.0034301129868823483,0.002296777608775211,11020.911824310042,0.28459982515282556,7.0
30,0.16125465316559212,2167.696250603811,0.009028904798049627,0.0062127222346384774,11005.758227551967,0.28419982790634213,7.0
31,0.14999968172701567,2169.206931191558,0.007339452883971767,0.0019396939382351375,10988.999160017662,0.28379954205356744,7.0
32,0.21585393486314547,2166.801661626006,0.010376276633935505,0.004066400443665847,11052.923136273133,0.2857997825865636,7.0
33,0.11653502941994755,2170.20701293912,0.004995899577166508,0.0021886213076690113,10921.740227042368,0.2823998441155257,7.0
34,0.11863912412312959,2173.2856471219848,0.0055772805305212315,0.004999830387759386,10926.860294517306,0.28249973526024996,7.0
35,0.24102734692992547,2164.793382763438,0.013637539554203097,0.002016998923028603,11058.183292368069,0.2863963270056765,7.0
36,0.17026234494957407,2166.321657421053,0.009350310634723288,0.014793952471293842,11017.284048872105,0.28449972557264497,7.0
37,0.19695056456194393,2166.2276315937816,0.0011724404854387637,0.0024625383872615213,11042.496234083426,0.2852997960842651,7.0
38,0.1275550884473727,2167.854169275482,0.008217068477241053,0.0030488841984278735,10946.947477826161,0.28289975683544,7.0
39,0.2239613771114606,2165.7993049006404,0.007407128465226628,0.009156028895678958,11055.65273862948,0.2859995237886943,7.0
40,0.15550960962509988,2170.4700882923757,0.010245540887542561,0.0020277236348515844,10997.559958848962,0.28399993575465793,7.0
41,0.20057623020149212,2166.6976387789423,0.006571247961309148,0.0018561202615991828,11044.954282189407,0.2853996931524021,7.0
42,0.13955069446727267,2171.1790881417087,0.005928778125474114,0.002573609918651605,10970.950355602758,0.28339952042128314,7.0
43,0.12300469406939574,2173.275819547496,0.012990020948999885,0.007178419489252605,10937.001659555968,0.282699882939498,7.0
44,0.1641936748923284,2168.3065620682632,0.004237116191840145,0.0010964911538929665,11009.712469264978,0.2842999056820076,7.0
45,0.14209266964181155,2170.6981814185974,0.011237098684364209,0.010073569993812117,10975.571978118052,0.2834995664029322,7.0
46,0.10837548317548056,2171.0049692352745,0.011832346917983114,0.003267715883356343,10900.875490727785,0.281999572895665,7.0
47,0.2198245350116966,2166.8643387925094,0.009343021282519558,0.009979216752660952,11054.386375575172,0.285898837733918,7.0
