,epsilon_progress,nfe
0,0,0
1,25,100
2,184,1182
3,224,2269
4,247,3356
5,268,4439
6,280,5518
7,288,6604
8,298,7685
9,305,8773
10,316,9859
11,339,10942
12,344,12070
13,345,13206
14,346,14329
15,348,15456
16,350,16586
17,357,17721
18,360,18857
19,361,19978
20,363,21111
21,371,22241
22,373,23375
23,374,24497
24,374,25635
25,375,26766
26,377,27896
27,383,29026
28,385,30155
29,386,31286
30,388,32417
31,390,33551
32,391,34679
33,393,35821
34,394,36943
35,394,38068
36,395,39198
37,396,40335
38,398,41465
39,399,42599
40,400,43729
41,402,44863
42,403,45998
43,407,47132
44,408,48257
45,409,49389
46,409,50525
47,410,51658
48,410,52784
49,412,53907
50,412,55037
51,412,56159
52,413,57286
53,413,58415
54,414,59543
55,414,60681
56,415,61814
57,416,62929
58,416,64055
59,416,65186
60,417,66318
61,417,67443
62,420,68574
63,423,69707
64,423,70828
65,423,71957
66,423,73089
67,424,74219
68,424,75350
69,424,76485
70,424,77618
71,424,78745
72,426,79876
73,427,81002
74,427,82119
75,427,83253
76,427,84377
77,427,85491
78,429,86625
79,429,87748
80,429,88872
81,429,90001
82,429,91125
83,430,92255
84,430,93375
85,431,94509
86,431,95638
87,433,96764
88,434,97889
89,436,99014
90,436,100144
91,436,101280
92,436,102421
93,437,103545
94,438,104681
95,438,105812
96,438,106941
97,438,108069
98,439,109208
99,439,110338
100,439,111467
101,440,112590
102,441,113715
103,442,114844
104,442,115972
105,442,117109
106,442,118253
107,442,119385
108,442,120514
109,442,121643
110,442,122775
111,442,123903
112,442,125038
113,442,126165
114,442,127284
115,443,128413
116,443,129536
117,443,130661
118,444,131791
119,446,132916
120,446,134045
121,447,135168
122,447,136308
123,448,137443
124,448,138565
125,448,139692
126,449,140818
127,449,141949
128,449,143079
129,449,144207
130,449,145329
131,449,146465
132,450,147597
133,450,148717
134,452,149853
135,452,150974
136,452,152103
137,452,153231
138,452,154362
139,452,155499
140,452,156631
141,453,157754
142,453,158880
143,453,160014
144,453,161142
145,453,162270
146,453,163389
147,455,164513
148,456,165640
149,456,166770
150,456,167898
151,456,169027
152,456,170158
153,457,171277
154,457,172410
155,457,173540
156,458,174671
157,459,175807
158,459,176931
159,459,178068
160,461,179194
161,461,180321
162,461,181441
163,461,182573
164,462,183700
165,462,184837
166,463,185956
167,463,187095
168,463,188221
169,464,189344
170,464,190479
171,464,191614
172,465,192738
173,465,193872
174,466,195002
175,466,196132
176,469,197275
177,469,198362
178,484,199479
