,epsilon_progress,nfe
0,0,0
1,5,100
2,15,1182
3,23,2262
4,30,3336
5,36,4412
6,43,5490
7,51,6562
8,57,7640
9,60,8718
10,63,9801
11,64,10873
12,69,11953
13,72,13027
14,77,14103
15,81,15182
16,82,16265
17,83,17346
18,83,18430
19,83,19504
20,83,20587
21,83,21660
22,83,22738
23,83,23817
24,83,24896
25,83,25977
26,83,27050
27,85,28127
28,88,29197
29,89,30276
30,89,31354
31,89,32439
32,89,33518
33,89,34605
34,89,35683
35,89,36762
36,89,37843
37,89,38923
38,93,39997
39,94,41065
40,95,42147
41,96,43223
42,96,44297
43,96,45377
44,96,46463
45,96,47549
46,96,48618
47,96,49695
48,96,50772
49,96,51852
50,96,52931
51,96,54019
52,96,55096
53,96,56184
54,96,57267
55,96,58344
56,96,59428
57,96,60511
58,96,61593
59,96,62669
60,96,63745
61,96,64817
62,96,65895
63,96,66974
64,96,68045
65,96,69123
66,96,70192
67,96,71273
68,96,72347
69,96,73429
70,96,74508
71,96,75591
72,96,76668
73,96,77750
74,96,78836
75,96,79917
76,96,81003
77,96,82081
78,96,83160
79,96,84236
80,96,85324
81,96,86402
82,96,87479
83,96,88555
84,96,89636
85,96,90715
86,96,91794
87,96,92866
88,96,93943
89,96,95022
90,96,96106
91,96,97185
92,98,98194
93,98,99203
94,98,100203
95,98,101212
96,98,102222
97,98,103232
98,98,104233
99,98,105241
100,98,106243
101,98,107244
102,98,108250
103,98,109259
104,98,110267
105,98,111274
106,98,112277
107,98,113282
108,98,114290
109,98,115294
110,98,116298
111,98,117303
112,98,118306
113,98,119306
114,98,120317
115,98,121326
116,98,122331
117,98,123337
118,98,124341
119,98,125351
120,98,126352
121,98,127355
122,98,128364
123,98,129369
124,98,130374
125,98,131375
126,98,132385
127,98,133392
128,98,134394
129,98,135402
130,98,136411
131,98,137421
132,98,138426
133,98,139436
134,98,140445
135,98,141451
136,98,142458
137,98,143464
138,98,144467
139,98,145476
140,98,146487
141,98,147490
142,98,148497
143,98,149503
144,98,150511
145,98,151521
146,98,152532
147,98,153533
148,98,154534
149,98,155544
150,98,156547
151,99,157550
152,99,158554
153,99,159559
154,99,160568
155,99,161571
156,99,162580
157,99,163589
158,99,164596
159,99,165597
160,99,166606
161,99,167606
162,99,168617
163,99,169626
164,99,170629
165,99,171631
166,99,172633
167,99,173637
168,99,174648
169,99,175658
170,99,176659
171,99,177668
172,99,178673
173,99,179681
174,99,180691
175,99,181696
176,99,182706
177,99,183714
178,99,184716
179,99,185719
180,99,186723
181,99,187732
182,99,188737
183,99,189745
184,99,190753
185,99,191763
186,99,192763
187,99,193773
188,99,194783
189,99,195785
190,99,196795
191,99,197798
192,99,198802
193,99,199809
