,epsilon_progress,nfe
0,0,0
1,5,100
2,14,1170
3,29,2238
4,40,3319
5,53,4396
6,67,5489
7,76,6572
8,92,7652
9,101,8734
10,105,9809
11,106,10888
12,106,11972
13,106,13053
14,106,14127
15,106,15202
16,106,16280
17,106,17358
18,106,18437
19,106,19516
20,106,20594
21,107,21674
22,107,22750
23,107,23829
24,107,24909
25,107,25987
26,107,27067
27,107,28151
28,108,29231
29,108,30310
30,109,31385
31,109,32471
32,109,33547
33,110,34621
34,110,35706
35,110,36784
36,110,37854
37,110,38932
38,110,40014
39,110,41091
40,110,42167
41,110,43250
42,110,44339
43,110,45420
44,110,46492
45,110,47568
46,110,48649
47,110,49719
48,110,50795
49,110,51876
50,110,52952
51,110,54025
52,110,55105
53,110,56180
54,110,57263
55,110,58346
56,110,59420
57,110,60499
58,110,61582
59,110,62658
60,110,63734
61,110,64810
62,110,65886
63,110,66955
64,113,68048
65,116,69129
66,119,70202
67,120,71274
68,120,72365
69,120,73439
70,120,74521
71,120,75596
72,120,76673
73,120,77756
74,120,78838
75,120,79916
76,120,80998
77,120,82074
78,120,83147
79,120,84225
80,120,85307
81,120,86385
82,120,87464
83,120,88549
84,120,89630
85,120,90709
86,120,91787
87,120,92871
88,120,93946
89,120,95030
90,120,96120
91,120,97199
92,120,98206
93,120,99207
94,120,100208
95,120,101208
96,120,102208
97,120,103209
98,120,104209
99,120,105209
100,120,106216
101,123,107222
102,126,108223
103,126,109230
104,126,110236
105,126,111244
106,126,112251
107,126,113256
108,126,114261
109,126,115269
110,126,116276
111,126,117279
112,126,118285
113,126,119290
114,126,120293
115,126,121300
116,126,122303
117,126,123306
118,126,124311
119,126,125318
120,126,126326
121,126,127335
122,126,128341
123,126,129345
124,126,130352
125,126,131352
126,126,132360
127,126,133361
128,126,134367
129,126,135370
130,126,136375
131,126,137384
132,126,138386
133,126,139394
134,126,140398
135,126,141407
136,126,142415
137,126,143420
138,126,144426
139,126,145429
140,126,146437
141,126,147444
142,126,148450
143,126,149454
144,126,150457
145,126,151464
146,126,152473
147,126,153475
148,126,154475
149,126,155478
150,126,156484
151,126,157490
152,126,158496
153,126,159497
154,126,160499
155,126,161501
156,126,162504
157,126,163509
158,126,164509
159,126,165515
160,126,166516
161,126,167523
162,126,168527
163,126,169533
164,126,170540
165,126,171547
166,126,172548
167,126,173550
168,126,174550
169,126,175553
170,126,176557
171,127,177557
172,133,178559
173,142,179559
174,143,180568
175,143,181569
176,143,182570
177,143,183579
178,144,184588
179,144,185592
180,144,186596
181,144,187600
182,144,188606
183,144,189615
184,144,190624
185,144,191629
186,144,192637
187,144,193645
188,144,194647
189,144,195648
190,144,196652
191,144,197659
192,144,198666
193,144,199672
