,epsilon_progress,nfe
0,0,0
1,37,100
2,104,1100
3,141,2100
4,156,3100
5,174,4100
6,191,5100
7,204,6100
8,214,7100
9,224,8100
10,236,9100
11,242,10130
12,254,11174
13,259,12218
14,262,13262
15,271,14306
16,276,15350
17,278,16394
18,278,17438
19,280,18482
20,284,19526
21,288,20570
22,290,21614
23,294,22658
24,298,23702
25,301,24746
26,304,25790
27,305,26834
28,307,27878
29,308,28922
30,311,29966
31,314,31010
32,318,32054
33,321,33098
34,323,34142
35,326,35186
36,326,36230
37,328,37274
38,328,38318
39,332,39362
40,334,40406
41,336,41450
42,338,42494
43,338,43538
44,342,44582
45,343,45626
46,343,46670
47,346,47714
48,348,48758
49,350,49802
50,350,50846
51,350,51890
52,354,52934
53,357,53978
54,357,55022
55,358,56066
56,360,57110
57,360,58154
58,361,59198
59,362,60242
60,363,61286
61,363,62330
62,369,63368
63,371,64440
64,373,65512
65,373,66584
66,375,67656
67,376,68728
68,377,69800
69,379,70872
70,380,71944
71,382,73016
72,383,74088
73,384,75160
74,384,76232
75,385,77304
76,386,78376
77,388,79448
78,390,80520
79,391,81592
80,391,82664
81,392,83736
82,392,84808
83,392,85880
84,394,86952
85,396,88024
86,397,89096
87,397,90168
88,397,91240
89,398,92312
90,399,93384
91,399,94456
92,399,95528
93,399,96600
94,399,97672
95,399,98744
96,400,99816
97,400,100888
98,400,101960
99,400,103032
100,402,104104
101,402,105176
102,402,106248
103,402,107320
104,402,108392
105,402,109464
106,403,110536
107,404,111608
108,404,112680
109,404,113752
110,404,114824
111,405,115896
112,405,116968
113,406,118040
114,406,119112
115,406,120184
116,406,121256
117,407,122328
118,407,123400
119,408,124472
120,408,125544
121,411,126616
122,411,127688
123,411,128760
124,411,129832
125,411,130904
126,411,131976
127,411,133048
128,411,134120
129,411,135192
130,413,136264
131,413,137336
132,413,138408
133,413,139480
134,415,140552
135,415,141624
136,417,142696
137,418,143768
138,418,144840
139,418,145912
140,418,146984
141,418,148056
142,418,149128
143,418,150200
144,418,151272
145,418,152344
146,418,153416
147,419,154488
148,419,155560
149,419,156632
150,419,157704
151,419,158776
152,419,159848
153,419,160920
154,419,161992
155,419,163064
156,419,164136
157,419,165208
158,419,166280
159,419,167352
160,419,168424
161,419,169496
162,419,170568
163,419,171640
164,419,172712
165,419,173784
166,419,174856
167,419,175928
168,420,177000
169,420,178072
170,421,179144
171,422,180216
172,422,181288
173,422,182360
174,422,183432
175,422,184504
176,422,185576
177,422,186648
178,422,187720
179,422,188792
180,422,189864
181,422,190936
182,422,192008
183,422,193080
184,422,194152
185,422,195224
186,422,196296
187,423,197402
188,424,198410
189,424,199418
